sleeper_id,canonical_player_id,full_name,identity_join_method,position_model,team,profile_team,team_changed,market_adp,market_adp_key,sleeper_market_projection,fie_season_mean,fie_ppg,p10,p25,p50,p75,p90,confidence,projection_source,scoring_coverage,scoring_unsupported,raw_projected_stats_per_game,active_return_scoring,validated_return_targets,driver_contributions_ppg,diagnostic_position_gate,diagnostic_status,diagnostic_eligible,diagnostic_raw_mean,diagnostic_raw_ppg,diagnostic_scoring_coverage,diagnostic_scoring_unsupported,diagnostic_driver_contributions_ppg,diagnostic_confidence,market_position_rank,fie_position_rank,comparison_eligible,rank_edge,fie_production_mean,diagnostic_center_offset,fie_diagnostic_mean,diagnostic_delta_points,diagnostic_delta_pct,diagnostic_position_rank,diagnostic_rank_delta,diagnostic_comparison_eligible,diagnostic_p10,diagnostic_p25,diagnostic_p50,diagnostic_p75,diagnostic_p90,reason,evidence_status
11155,,Christian,unmatched,TE,,,False,396.0,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,77.0,,False,,,17.963388480087303,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11157,00-0038840,Brycen Tremayne,sleeper_id_to_canonical,WR,CAR,CAR,False,597.5,adp_ppr,,40.944393828381344,2.4084937546106677,18.610723959262884,28.278135022826312,39.53741806707742,52.20849103785958,64.80413321100337,93,FIE_M9_VALIDATED_PRESEASON,1.0,,"{""targets"":1.3565650765633195,""receptions"":0.91518513815471,""receiving_yards"":10.616131326411868,""receiving_tds"":0.062207531572178065,""fumbles_lost"":0.005439239960292421,""rushing_yards"":0.39883069826587186,""rushing_tds"":0.00393952798539467,""rushing_2pt_conversions"":0.00022097733759863283,""receiving_2pt_conversions"":0.0026832909440671054}",,,"{""prev_fantasy_ppg"":-2.008552637907918,""prev__receiving_yards"":-1.1368128720767579,""target_share_prior4"":-0.7004004763432291,""prev__receptions"":-0.5815203803017042,""offense_snap_share_prior4"":0.19230539423734927,""opportunity_xfp_realized_prior4"":-0.1597890477893727,""prev__receiving_tds"":-0.13242522101038565,""receiving_competitor_count"":0.08246630599443575}",validated_candidate,UNAVAILABLE_MARKET_COMPARISON,False,40.944393828381344,2.4084937546106677,1.0,,"{""prev_fantasy_ppg"":-2.008552637907918,""prev__receiving_yards"":-1.1368128720767579,""target_share_prior4"":-0.7004004763432291,""prev__receptions"":-0.5815203803017042,""offense_snap_share_prior4"":0.19230539423734927,""opportunity_xfp_realized_prior4"":-0.1597890477893727,""prev__receiving_tds"":-0.13242522101038565,""receiving_competitor_count"":0.08246630599443575}",45,327.0,173.0,True,154.0,40.944393828381344,13.355964374631055,40.944393828381344,,,163.0,164.0,False,18.610723959262884,28.278135022826312,39.53741806707742,52.20849103785958,64.80413321100337,"FIE diagnostic is near market; main model signals: prior-season fantasy production, prior receiving-yard production, recent target share.",Validated preseason model
11158,,Jalen,unmatched,WR,,,False,,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11159,,Zion,unmatched,WR,,,False,681.5,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,555.0,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11163,,Tim,unmatched,QB,,,False,671.5,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,159.0,,False,,,,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Diagnostic model
11168,00-0038359,Xavier Smith,sleeper_id_to_canonical,WR,LAR,LA,True,551.0,adp_ppr,24.1,24.1,1.4176470588235297,3.0282257103119434,11.849923460465106,22.7648963133855,34.71099131319799,46.77323314016118,55,MARKET_FALLBACK,1.0,,{},,,{},validated_candidate,UNAVAILABLE_TEAM_CHANGE,False,,,1.0,,"{""prev_fantasy_ppg"":-1.6410279475271419,""prev__receiving_yards"":-0.7369298567064619,""prev__receptions"":-0.5184184059413868,""target_share_prior4"":-0.41841762856218706,""offense_snap_share_prior4"":0.14305787407607112,""prev__receiving_tds"":-0.13242522101038565,""opportunity_xfp_realized_prior4"":-0.07778364729733711,""prev__rushing_yards"":-0.04723585298554854}",40,280.0,212.0,False,,,13.355964374631055,24.1,0.0,0.0,200.0,80.0,False,3.0282257103119434,11.849923460465106,22.7648963133855,34.71099131319799,46.77323314016118,No diagnostic deviation: team transfer makes prior-team role profile non-portable.,Validated preseason model
11169,00-0038385,Dresser Winn,unmatched,QB,,,False,655.8,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,120.0,,False,,,,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Diagnostic model
11172,,Shae,unmatched,WR,,,False,454.0,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,211.0,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11176,,Khalan,unmatched,RB,,,False,493.0,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,157.0,,False,,,27.24288485319462,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Diagnostic model
11182,,Ronald,unmatched,RB,,,False,581.5,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,185.0,,False,,,27.24288485319462,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Diagnostic model
11184,00-0038702,Daniel Arias,unmatched,WR,,,False,513.0,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,249.0,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11186,00-0038930,Carlos Washington,unmatched,RB,MIA,,False,270.0,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,95.0,,False,,,27.24288485319462,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Diagnostic model
11189,,Zay,unmatched,WR,,,False,,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11190,,Keilahn,unmatched,WR,,,False,631.3,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,375.0,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11191,,Justin,unmatched,WR,,,False,,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11192,00-0038904,Malik Flowers,unmatched,WR,,,False,521.6,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,254.0,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11197,,Joel,unmatched,TE,,,False,,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,,,False,,,17.963388480087303,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11199,00-0038705,Emari Demercado,sleeper_id_to_canonical,RB,KC,ARI,True,,adp_ppr,38.3,38.3,2.252941176470588,16.589966936165276,25.763698980192352,37.125617241508486,49.47333351772642,61.49750395823848,55,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_TEAM_CHANGE,False,,,1.0,,"{""prev_fantasy_ppg"":-0.9726200935395222,""prev__rushing_yards"":-0.21850651461090131,""prev__receptions"":-0.2042815486351543,""opportunity_xfp_realized_prior4"":-0.18875740148782774,""prev__rushing_tds"":-0.15046629375028114,""prev__receiving_yards"":-0.13088528666863383,""xfp_residual_prior4"":-0.12131540642497325,""carry_share_prior4"":-0.11965309329656665}",40,,77.0,False,,,27.24288485319462,38.3,0.0,0.0,96.0,,False,16.589966936165276,25.763698980192352,37.125617241508486,49.47333351772642,61.49750395823848,No diagnostic deviation: team transfer makes prior-team role profile non-portable.,Diagnostic model
11201,00-0038710,Blake Whiteheart,sleeper_id_to_canonical,TE,CLE,CLE,False,,adp_ppr,4.4,22.477105797258805,1.3221826939564003,5.536647530564977,12.825411519776749,21.361510844206027,31.09909430604967,40.7805334461964,92,FIE_M9_VALIDATED_PRESEASON,1.0,,"{""targets"":0.820934078076941,""receptions"":0.49485740882527773,""receiving_yards"":4.032225764425669,""receiving_tds"":0.06935832812385051,""fumbles_lost"":0.007283907627014484,""rushing_yards"":0.130814444040446,""rushing_tds"":0.0,""rushing_2pt_conversions"":0.0011897348036906399,""receiving_2pt_conversions"":0.003529820594027823}",,,"{""target_share_prior4"":-1.0590459565413801,""prev__receiving_yards"":-0.9264626239493771,""prev_fantasy_ppg"":-0.8522026060104567,""prev__receptions"":-0.4383201632432074,""receiving_competitor_count"":0.3638622248130793,""opportunity_change_score_prior1"":-0.28929663650086634,""opportunity_xfp_realized_prior4"":-0.2602637707652348,""offense_snap_share_prior4"":-0.20705152979997601}",validated_candidate,VALIDATED_POSITION_SHADOW,True,22.477105797258805,1.3221826939564003,1.0,,"{""target_share_prior4"":-1.0590459565413801,""prev__receiving_yards"":-0.9264626239493771,""prev_fantasy_ppg"":-0.8522026060104567,""prev__receptions"":-0.4383201632432074,""receiving_competitor_count"":0.3638622248130793,""opportunity_change_score_prior1"":-0.28929663650086634,""opportunity_xfp_realized_prior4"":-0.2602637707652348,""offense_snap_share_prior4"":-0.20705152979997601}",92,,124.0,True,,22.477105797258805,17.963388480087303,4.513717317171501,0.1137173171715009,2.5844844811704752,144.0,,True,-12.426740949522326,-5.1379769603105565,3.3981223641187235,13.135705825962363,22.817144966109097,"FIE diagnostic is higher; main model signals: recent target share, prior receiving-yard production, prior-season fantasy production.",Validated preseason model
11204,,Duece,unmatched,WR,,,False,695.0,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,610.0,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11210,00-0038465,Malik Heath,sleeper_id_to_canonical,WR,ATL,GB,True,637.0,adp_ppr,,,,,,,,,11,MARKET_FALLBACK,1.0,,{},,,{},validated_candidate,UNAVAILABLE_TEAM_CHANGE,False,,,1.0,,"{""prev_fantasy_ppg"":-1.9776303151414372,""prev__receiving_yards"":-1.0585342249513743,""prev__receptions"":-0.6066043949542527,""target_share_prior4"":-0.5667884390188971,""prev__receiving_tds"":-0.13242522101038565,""opportunity_xfp_realized_prior4"":-0.11869299611190008,""offense_snap_share_prior4"":0.1041782528961146,""receiving_competitor_count"":0.08246630599443575}",40,390.0,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: team transfer makes prior-team role profile non-portable.,Validated preseason model
11213,,Camren,unmatched,TE,,,False,239.0,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,33.0,,False,,,17.963388480087303,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11214,00-0038744,Tanner Morgan,unmatched,QB,,,False,693.0,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,198.0,,False,,,,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Diagnostic model
11216,00-0038749,Holton Ahlers,unmatched,QB,,,False,636.8,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,106.0,,False,,,,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Diagnostic model
11222,,Marcus,unmatched,RB,,,False,249.0,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,79.0,,False,,,27.24288485319462,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Diagnostic model
11223,,John,unmatched,WR,,,False,,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11224,,Griffin,unmatched,TE,,,False,469.3,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,104.0,,False,,,17.963388480087303,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11225,00-0038758,Noah Gindorff,unmatched,TE,,,False,699.8,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,301.0,,False,,,17.963388480087303,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11226,,Tyjon,unmatched,WR,,,False,,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11229,,Calvin,unmatched,RB,,,False,251.0,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,82.0,,False,,,27.24288485319462,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Diagnostic model
11231,,Christian,unmatched,TE,,,False,,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,,,False,,,17.963388480087303,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11232,00-0038883,Isaiah Winstead,unmatched,WR,PIT,,False,,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11237,00-0038896,Jacob Saylors,sleeper_id_to_canonical,RB,DET,DET,False,,adp_ppr,,,,,,,,,12,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_MARKET_COMPARISON,False,8.116793183177393,0.4774584225398466,1.0,,"{""prev_fantasy_ppg"":-2.536515771155218,""prev__rushing_yards"":-1.0245510429567721,""carry_share_prior4"":-0.9004071294187322,""opportunity_xfp_realized_prior4"":-0.8179438041093907,""prev__receptions"":-0.6253006339241413,""backfield_competitor_count"":-0.5027361459602626,""offense_snap_share_prior4"":0.4543056406207551,""prev__receiving_yards"":-0.4332126145315298}",45,,,False,,,27.24288485319462,8.116793183177393,,,133.0,,False,,,,,,"FIE diagnostic is near market; main model signals: prior-season fantasy production, prior rushing-yard production, recent carry share.",Diagnostic model
11245,,Patrick,unmatched,TE,,,False,540.0,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,133.0,,False,,,17.963388480087303,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11247,,Mac,unmatched,WR,,,False,,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11249,,Chris,unmatched,RB,,,False,267.0,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,93.0,,False,,,27.24288485319462,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Diagnostic model
11256,00-0038416,Tyson Bagent,sleeper_id_to_canonical,QB,CHI,CHI,False,,adp_ppr,12.5,12.5,0.7352941176470589,-11.916962396153234,-1.9525086617301357,10.798914033185326,25.04137566091076,38.90300026076298,62,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_SCORING,False,,,0.875,pass_int,"{""prev_fantasy_ppg"":-3.211977578813471,""snap_share_prior4"":-1.5476188281771124,""prev__passing_tds"":-1.5305140803426234,""prev__passing_yards"":-1.4715709621155275,""prev__rushing_yards"":-0.5157382017281636,""qb_rush_share_prior4"":-0.49151391602391015,""prev__rushing_tds"":-0.3122857899308252,""qb_pass_attempt_share_prior4"":-0.157452025933542}",45,,58.0,False,,,,12.5,0.0,0.0,58.0,,False,-11.916962396153234,-1.9525086617301357,10.798914033185326,25.04137566091076,38.90300026076298,No diagnostic deviation: exact league-scoring replay is incomplete.,Diagnostic model
11257,00-0038891,Shedrick Jackson,sleeper_id_to_canonical,WR,LV,LV,False,587.0,adp_ppr,,76.12867350902627,4.478157265236839,50.984595852830914,62.044585546453376,75.10440874820961,89.06271861841341,102.64871209542076,90,FIE_M9_VALIDATED_PRESEASON,1.0,,"{""targets"":2.338855221595822,""receptions"":1.5839503178311605,""receiving_yards"":18.728984224688276,""receiving_tds"":0.1463515318632062,""fumbles_lost"":0.0035076735574862492,""rushing_yards"":1.0806606466561137,""rushing_tds"":0.006545096410069319,""rushing_2pt_conversions"":0.00019901457132526928,""receiving_2pt_conversions"":0.0012400043019542399}",,,"{""prev_fantasy_ppg"":-0.81804321139841,""prev__receiving_yards"":-0.7500242627513329,""target_share_prior4"":-0.5189068807428523,""prev__receptions"":-0.44982930337582433,""offense_snap_share_prior4"":0.2376649522806318,""xfp_residual_prior4"":-0.10417827111636341,""opportunity_xfp_realized_prior4"":-0.08787095735379559,""receiving_competitor_count"":0.08246630599443575}",validated_candidate,UNAVAILABLE_MARKET_COMPARISON,False,76.12867350902627,4.478157265236839,1.0,,"{""prev_fantasy_ppg"":-0.81804321139841,""prev__receiving_yards"":-0.7500242627513329,""target_share_prior4"":-0.5189068807428523,""prev__receptions"":-0.44982930337582433,""offense_snap_share_prior4"":0.2376649522806318,""xfp_residual_prior4"":-0.10417827111636341,""opportunity_xfp_realized_prior4"":-0.08787095735379559,""receiving_competitor_count"":0.08246630599443575}",45,309.0,109.0,True,200.0,76.12867350902627,13.355964374631055,76.12867350902627,,,103.0,206.0,False,50.984595852830914,62.044585546453376,75.10440874820961,89.06271861841341,102.64871209542076,"FIE diagnostic is near market; main model signals: prior-season fantasy production, prior receiving-yard production, recent target share.",Validated preseason model
11262,,Damien,unmatched,TE,,,False,620.5,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,165.0,,False,,,17.963388480087303,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11266,,Thyrick,unmatched,WR,,,False,631.0,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,374.0,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11267,,Aron,unmatched,WR,,,False,,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11270,00-0038714,Hassan Hall,unmatched,RB,,,False,,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,,,False,,,27.24288485319462,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Diagnostic model
11276,00-0038484,Joseph Ngata,unmatched,WR,,,False,421.0,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,195.0,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11280,00-0038488,Brady Russell,sleeper_id_to_canonical,TE,SEA,SEA,False,636.0,adp_ppr,,10.996014074143488,0.646824357302558,-4.982613248289535,1.5811311192410855,9.76585155036097,19.05623820656553,28.611959013395055,92,FIE_M9_VALIDATED_PRESEASON,1.0,,"{""targets"":0.44402607378799247,""receptions"":0.2593083163312839,""receiving_yards"":2.429564485967335,""receiving_tds"":0.024478088899153674,""fumbles_lost"":0.007087256096966902,""rushing_yards"":0.0,""rushing_tds"":0.0008756141335515065,""rushing_2pt_conversions"":0.00033092381238407505,""receiving_2pt_conversions"":0.00297501937373763}",,,"{""target_share_prior4"":-1.1975218178937803,""prev__receiving_yards"":-0.9462246731398795,""prev_fantasy_ppg"":-0.8983102670128401,""offense_snap_share_prior4"":-0.49818889225317514,""prev__receptions"":-0.4920074016273608,""opportunity_xfp_realized_prior4"":-0.3232100497619038,""opportunity_change_score_prior1"":0.10757474790313354,""prev__receiving_tds"":-0.09518898983127697}",validated_candidate,UNAVAILABLE_MARKET_COMPARISON,False,10.996014074143488,0.646824357302558,1.0,,"{""target_share_prior4"":-1.1975218178937803,""prev__receiving_yards"":-0.9462246731398795,""prev_fantasy_ppg"":-0.8983102670128401,""offense_snap_share_prior4"":-0.49818889225317514,""prev__receptions"":-0.4920074016273608,""opportunity_xfp_realized_prior4"":-0.3232100497619038,""opportunity_change_score_prior1"":0.10757474790313354,""prev__receiving_tds"":-0.09518898983127697}",45,185.0,135.0,True,50.0,10.996014074143488,17.963388480087303,10.996014074143488,,,125.0,60.0,False,-4.982613248289535,1.5811311192410855,9.76585155036097,19.05623820656553,28.611959013395055,"FIE diagnostic is near market; main model signals: recent target share, prior receiving-yard production, prior-season fantasy production.",Validated preseason model
11282,,Johnny,unmatched,WR,,,False,662.5,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,473.0,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11283,,Darius,unmatched,RB,,,False,,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,,,False,,,27.24288485319462,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Diagnostic model
11284,,Cody,unmatched,WR,,,False,,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,,,False,,,13.355964374631055,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11292,00-0038476,Tommy DeVito,unmatched,QB,NE,,False,,adp_ppr,12.38,12.38,0.7282352941176471,-12.208196616799302,-2.287741554912394,10.203008621704193,24.74453475758124,39.19213596139959,62,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,,66.0,False,,,,12.38,0.0,0.0,66.0,,False,-12.208196616799302,-2.287741554912394,10.203008621704193,24.74453475758124,39.19213596139959,No diagnostic deviation: no usable prior-season FIE profile.,Diagnostic model
11298,,Ryan,unmatched,TE,,,False,,adp_ppr,,,,,,,,,10,MARKET_FALLBACK,0.0,no_model_or_profile,{},,,{},validated_candidate,UNAVAILABLE_PROFILE,False,,,0.0,no_model_or_profile,{},20,,,False,,,17.963388480087303,,,,,,False,,,,,,No diagnostic deviation: no usable prior-season FIE profile.,Validated preseason model
11299,00-0038440,Zavier Scott,sleeper_id_to_canonical,RB,MIN,MIN,False,693.0,adp_ppr,5.6,5.6,0.3294117647058823,-13.115050846678969,-5.34243035767598,4.328030568626012,14.87430831893188,25.630073098285777,64,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,DIAGNOSTIC_ONLY_POSITION,True,63.97055648162743,3.762973910683966,1.0,,"{""prev_fantasy_ppg"":-1.398141143220341,""prev__rushing_yards"":-0.7226507287035915,""carry_share_prior4"":-0.6365404637556077,""opportunity_xfp_realized_prior4"":-0.5843283486933523,""offense_snap_share_prior4"":0.3381108702385448,""prev__rushing_tds"":-0.15046629375028114,""prev__receptions"":-0.13067681344477194,""target_share_prior4"":-0.1288024656948572}",72,338.0,117.0,False,,,27.24288485319462,36.7276716284328,31.1276716284328,555.8512790791572,98.0,240.0,True,18.01262078175383,25.78524127075682,35.45570219705881,46.00197994736468,56.75774472671858,"FIE diagnostic is higher; main model signals: prior-season fantasy production, prior rushing-yard production, recent carry share.",Diagnostic model
