test_season,model,decile,n,mean_prediction,mean_actual,bias
2022,ENSEMBLE,1,6,3.7353190397376177,7.755228937728937,-4.019909897991319
2022,ENSEMBLE,2,5,6.916939741684703,4.356666666666667,2.560273075018036
2022,ENSEMBLE,3,5,9.031007601118686,5.3248,3.7062076011186864
2022,ENSEMBLE,4,6,11.927829856101182,14.610296451914097,-2.6824665958129152
2022,ENSEMBLE,5,5,13.873480088366065,14.376471794871794,-0.5029917065057283
2022,ENSEMBLE,6,5,15.404613670865533,12.364674509803923,3.0399391610616107
2022,ENSEMBLE,7,6,16.339188710317778,15.188493867243869,1.150694843073909
2022,ENSEMBLE,8,5,18.066491713385712,16.95557777777778,1.1109139356079325
2022,ENSEMBLE,9,5,20.36120442247186,21.803185294117647,-1.4419808716457858
2022,ENSEMBLE,10,6,23.08036364870146,23.160657308377893,-0.08029365967643187
2022,V972,1,6,3.8691622869661626,7.755228937728937,-3.8860666507627744
2022,V972,2,5,6.615538588660546,4.356666666666667,2.2588719219938787
2022,V972,3,5,9.208472168313582,9.215623529411763,-0.007151361098181042
2022,V972,4,6,11.62456227705107,11.367943510737627,0.2566187663134425
2022,V972,5,5,13.664874578033064,13.346605128205127,0.3182694498279375
2022,V972,6,5,15.816236378637171,13.011054545454545,2.805181833182626
2022,V972,7,6,17.3471488050128,15.567694444444447,1.7794543605683533
2022,V972,8,5,18.722996067343292,16.884023716153127,1.838972351190165
2022,V972,9,5,20.78342033249785,20.646101960784314,0.1373183717135369
2022,V972,10,6,23.128563444478402,24.12489341948901,-0.9963299750106067
2022,M9,1,6,3.5728648539833063,7.855228937728938,-4.282364083745632
2022,M9,2,5,6.17845984839775,2.542666666666667,3.6357931817310836
2022,M9,3,5,9.005327739765505,7.852571428571428,1.1527563111940768
2022,M9,4,6,12.322354523544734,13.386950980392157,-1.0645964568474238
2022,M9,5,5,14.098536502313976,16.916250980392157,-2.81771447807818
2022,M9,6,5,14.824151870264838,10.923704761904762,3.9004471083600762
2022,M9,7,6,15.549665700577103,16.023799728049728,-0.47413402747262445
2022,M9,8,5,17.665263062238473,16.257664052287584,1.4075990099508893
2022,M9,9,5,20.134575192452473,21.034165686274513,-0.8995904938220392
2022,M9,10,6,23.242432407157978,23.160657308377893,0.08177509878008493
2023,ENSEMBLE,1,6,4.505333834312097,10.063947712418301,-5.558613878106204
2023,ENSEMBLE,2,5,7.917120004783596,3.784328571428572,4.132791433355024
2023,ENSEMBLE,3,5,10.392322271048489,14.673533333333333,-4.281211062284845
2023,ENSEMBLE,4,5,11.806844019168585,7.914533333333333,3.892310685835252
2023,ENSEMBLE,5,6,13.29637638808552,13.29442156862745,0.001954819458068968
2023,ENSEMBLE,6,5,14.522896891967022,14.899244444444445,-0.3763475524774229
2023,ENSEMBLE,7,5,16.19366858822537,11.774415075120956,4.419253513104415
2023,ENSEMBLE,8,5,17.98391374272578,17.16742081447964,0.816492928246138
2023,ENSEMBLE,9,5,19.332495324795154,18.392726470588237,0.9397688542069176
2023,ENSEMBLE,10,6,22.988315337623614,21.667630844645547,1.3206844929780672
2023,V972,1,6,4.170719344580452,9.748947712418301,-5.578228367837849
2023,V972,2,5,7.678399833504682,5.6385000000000005,2.0398998335046814
2023,V972,3,5,9.666596452153684,11.802361904761904,-2.1357654526082204
2023,V972,4,5,11.298858668523533,9.388533333333333,1.9103253351901994
