sleeper_id,canonical_player_id,full_name,identity_join_method,position_model,team,profile_team,team_changed,market_adp,market_adp_key,sleeper_market_projection,sleeper_market_projection_source,sleeper_market_raw_coverage,sleeper_market_missing_keys,sleeper_market_published_key,fie_season_mean,fie_ppg,p10,p25,p50,p75,p90,confidence,projection_source,scoring_coverage,scoring_unsupported,raw_projected_stats_per_game,active_return_scoring,validated_return_targets,driver_contributions_ppg,diagnostic_position_gate,diagnostic_status,diagnostic_eligible,diagnostic_raw_mean,diagnostic_raw_ppg,diagnostic_model_supported_mean,diagnostic_model_scoring_keys,diagnostic_model_unsupported,diagnostic_model_coverage,diagnostic_component_model_mean,diagnostic_component_market_mean,diagnostic_component_raw_delta,diagnostic_common_scoring_keys,diagnostic_bridge_unsupported,diagnostic_bridge_coverage,diagnostic_scoring_coverage,diagnostic_scoring_unsupported,diagnostic_driver_contributions_ppg,diagnostic_confidence,market_position_rank,fie_position_rank,comparison_eligible,rank_edge,fie_production_mean,diagnostic_center_offset,diagnostic_market_anchor_mean,diagnostic_model_anchor_mean,fie_diagnostic_mean,diagnostic_delta_points,diagnostic_delta_pct,diagnostic_position_rank,diagnostic_rank_delta,diagnostic_comparison_eligible,diagnostic_p10,diagnostic_p25,diagnostic_p50,diagnostic_p75,diagnostic_p90,m9_strategy_projection,m9_fie_season_mean,m9_fie_diagnostic_mean,m9_fie_production_mean,m9_projection_source,v972_component_ppg,v972_component_mean,v972_validation_mean_improvement,v972_validation_ci95_low,v972_validation_ci95_high,v972_validation_positive_folds,v972_validation_folds,v972_games_assumption,v972_profile_season,v972_profile_team,v972_profile_join_method,v972_exact_scoring_replay,v972_shadow_applied,v972_shadow_status,v972_raw_projected_stats_per_game,strategy_projection,strategy_projection_source,projection_delta_vs_m9,fie_value_projection,replacement_points,fie_vorp,adp_change_from_open,adp_change_7d,adp_change_21d,market_snapshot_count,latest_market_as_of,adp_implied_expected_points,adp_implied_top12_rate,point_edge_vs_adp_history,fie_value_position_rank_raw,market_position_rank_raw,current_player_match,current_team,current_active,current_full_name,current_canonical_player_id,current_sleeper_id,current_relevant_player,within_draft_horizon,within_watchlist_horizon,draft_relevant,fie_value_position_rank,market_edge_status,value_label,actionable_draft_signal,draft_horizon,watchlist_horizon,draft_action,draft_action_reason,availability_probability,availability_probability_status
10210,00-0038564,Cameron Latu,canonical_id,TE,PHI,PHI,False,695.6,adp_dynasty_ppr,4.0,SLEEPER_PUBLISHED_TOTAL_FALLBACK,0.25,fum_lost|rec_2pt|rec_td|rush_2pt|rush_td|rush_yd,pts_ppr,23.306015755078946,1.370942103239938,5.908914552390911,13.279460917552846,22.37721295728424,31.87247504847665,41.84989170282943,92,FIE_M9_VALIDATED_PRESEASON,1.0,,"{""targets"":0.5968772577780096,""receptions"":0.4493918495514825,""receiving_yards"":3.913870984317947,""receiving_tds"":0.07752703483977687,""fumbles_lost"":0.004494170485473481,""rushing_yards"":0.2780148571918817,""rushing_tds"":0.0049316820775810255,""rushing_2pt_conversions"":0.0014655739609658477,""receiving_2pt_conversions"":0.006833280541170335}",,,"{""target_share_prior4"":-1.292447555777726,""prev__receiving_yards"":-0.9438919000178126,""prev_fantasy_ppg"":-0.9100391796607982,""receiving_competitor_count"":0.5272534774766562,""offense_snap_share_prior4"":-0.488617416398764,""prev__receptions"":-0.48362808596381235,""opportunity_xfp_realized_prior4"":-0.3198686677030385,""opportunity_change_score_prior1"":0.2727575072656559}",validated_candidate,VALIDATED_POSITION_SHADOW,True,23.306015755078946,1.370942103239938,23.306015755078946,fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,,1.0,23.306015755078946,,0.7046288472039635,fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,,1.0,1.0,,"{""target_share_prior4"":-1.292447555777726,""prev__receiving_yards"":-0.9438919000178126,""prev_fantasy_ppg"":-0.9100391796607982,""receiving_competitor_count"":0.5272534774766562,""offense_snap_share_prior4"":-0.488617416398764,""prev__receptions"":-0.48362808596381235,""opportunity_xfp_realized_prior4"":-0.3198686677030385,""opportunity_change_score_prior1"":0.2727575072656559}",92,,124.0,True,,23.306015755078946,-18.601386907874986,72.89358974358976,91.49497665146474,4.704628847203964,0.7046288472039635,17.615721180099086,111.0,59.0,True,-12.692472355484073,-5.321925990322136,3.775826049409254,13.27108814060167,23.24850479495445,23.306015755078946,23.306015755078946,4.704628847203964,23.306015755078946,FIE_M9_VALIDATED_PRESEASON,,,0.01680065115521008,-0.008855600177335993,0.04233096469948932,2,4,17.0,,,unmatched,False,False,position_not_validated,{},23.306015755078946,M9_FALLBACK,,23.306015755078946,153.21212796729006,-129.9061122122111,0.0,0.0,0.0,2.0,2026-09-01,,,,124.0,170.0,True,PHI,True,Cameron Latu,,10210,True,False,False,False,,relevance_hardened_component_only,IRRELEVANT,False,300,450,NO_SIGNAL,outside_actionable_relevance_gate,,blocked_no_empirical_pick_distribution
10211,,Camerun Peoples,unmatched,RB,,,False,656.5,adp_dynasty_ppr,,SLEEPER_MARKET_UNAVAILABLE,0.0,fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,,,,0.0,,,,,,0.0,0.0,no_model_or_profile,{},20,,,False,,,-27.846787082240013,93.21724137931034,121.06402846155036,,,,,,False,,,,,,,,,,MARKET_FALLBACK,,,0.03637195529312709,-0.013980990633426784,0.08719032166625885,3,4,17.0,,,unmatched,False,False,position_not_validated,{},,M9_FALLBACK,,,152.3,,0.0,0.0,0.0,4.0,2026-09-01,,,,,185.0,True,,False,Camerun Peoples,,10211,False,False,False,False,,relevance_hardened_component_only,UNAVAILABLE,False,300,450,NO_SIGNAL,outside_actionable_relevance_gate,,blocked_no_empirical_pick_distribution
10212,00-0038589,Josh Whyle,canonical_id,TE,GB,GB,False,469.7,adp_dynasty_ppr,13.8,SLEEPER_PUBLISHED_TOTAL_FALLBACK,0.25,fum_lost|rec_2pt|rec_td|rush_2pt|rush_td|rush_yd,pts_ppr,55.33486999248613,3.254992352499184,35.935113258718474,44.26350443698277,54.19053314865694,65.55900558561817,76.4284134648786,91,FIE_M9_VALIDATED_PRESEASON,1.0,,"{""targets"":1.5982225292486443,""receptions"":1.2101778045486793,""receiving_yards"":10.439797038458467,""receiving_tds"":0.15624374658220444,""fumbles_lost"":0.01122428462843552,""rushing_yards"":0.38156766405444764,""rushing_tds"":0.0037278739310307846,""rushing_2pt_conversions"":0.0014178881403405738,""receiving_2pt_conversions"":0.01123057379799582}",,,"{""target_share_prior4"":-0.7369676875034672,""receiving_competitor_count"":0.6920392263587308,""prev__receiving_yards"":-0.6777619603847492,""prev_fantasy_ppg"":-0.48325465218970914,""prev__receptions"":-0.28572971908053113,""opportunity_xfp_realized_prior4"":-0.20221502177389097,""pfr_receiving_drop_pct_prior4"":0.09310962892978795,""prev__rushing_yards"":-0.031587020552784124}",validated_candidate,VALIDATED_POSITION_SHADOW,True,55.33486999248613,3.254992352499184,55.33486999248613,fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,,1.0,55.33486999248613,,22.93348308461115,fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,,1.0,1.0,,"{""target_share_prior4"":-0.7369676875034672,""receiving_competitor_count"":0.6920392263587308,""prev__receiving_yards"":-0.6777619603847492,""prev_fantasy_ppg"":-0.48325465218970914,""prev__receptions"":-0.28572971908053113,""opportunity_xfp_realized_prior4"":-0.20221502177389097,""pfr_receiving_drop_pct_prior4"":0.09310962892978795,""prev__rushing_yards"":-0.031587020552784124}",91,,67.0,True,,55.33486999248613,-18.601386907874986,72.89358974358976,91.49497665146474,36.73348308461115,22.93348308461115,166.18466003341413,66.0,4.0,True,17.33372635084349,25.66211752910779,35.58914624078196,46.957618677743184,57.82702655700362,55.33486999248613,55.33486999248613,36.73348308461115,55.33486999248613,FIE_M9_VALIDATED_PRESEASON,,,0.01680065115521008,-0.008855600177335993,0.04233096469948932,2,4,17.0,,,unmatched,False,False,position_not_validated,{},55.33486999248613,M9_FALLBACK,,55.33486999248613,153.21212796729006,-97.87725797480394,-30.0,-30.0,-30.0,2.0,2026-09-01,,,,67.0,70.0,True,GB,True,Josh Whyle,,10212,True,False,False,False,,relevance_hardened_component_only,IRRELEVANT,False,300,450,NO_SIGNAL,outside_actionable_relevance_gate,,blocked_no_empirical_pick_distribution
10213,00-0038563,Tre Tucker,canonical_id,WR,LV,LV,False,231.5,adp_dynasty_ppr,125.9,SLEEPER_RAW_LEAGUE_REPLAY,0.5,fum_lost|rec_2pt|rush_2pt|rush_td,pts_ppr,142.47488668885885,8.380875687579932,113.35347846376806,126.55351143391891,141.3026438923592,157.7586864518764,172.51128901293512,94,FIE_M9_VALIDATED_PRESEASON,1.0,,"{""targets"":4.901231344735462,""receptions"":3.0076301161806107,""receiving_yards"":37.0066273580173,""receiving_tds"":0.25535904639582974,""fumbles_lost"":0.02035448111384158,""rushing_yards"":1.3753904814329205,""rushing_tds"":0.0011658271725341724,""rushing_2pt_conversions"":0.00013249305972292847,""receiving_2pt_conversions"":0.018169261076177712}",,,"{""prev_fantasy_ppg"":0.7257419599069873,""prev__receiving_yards"":0.3228512991589796,""target_share_prior4"":0.26794788601893993,""offense_snap_share_prior4"":-0.23949537013934033,""prev__receptions"":0.21462838436078377,""prev__rushing_yards"":0.08701072362615003,""pfr_receiving_drop_pct_prior4"":-0.07867151240676717,""xfp_residual_prior4"":0.06131046651402257}",validated_candidate,VALIDATED_POSITION_SHADOW,True,142.47488668885885,8.380875687579932,142.47488668885885,fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,,1.0,142.47488668885885,,2.5111719271004915,fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,,1.0,1.0,,"{""prev_fantasy_ppg"":0.7257419599069873,""prev__receiving_yards"":0.3228512991589796,""target_share_prior4"":0.26794788601893993,""offense_snap_share_prior4"":-0.23949537013934033,""prev__receptions"":0.21462838436078377,""prev__rushing_yards"":0.08701072362615003,""pfr_receiving_drop_pct_prior4"":-0.07867151240676717,""xfp_residual_prior4"":0.06131046651402257}",94,86.0,52.0,True,36.0,142.47488668885885,-14.063714761758362,94.60625,108.66996476175837,128.4111719271005,2.5111719271004915,1.994576590230732,53.0,33.0,True,99.28976370200972,112.48979667216057,127.23892913060084,143.69497169011805,158.44757425117675,142.47488668885885,142.47488668885885,128.4111719271005,142.47488668885885,FIE_M9_VALIDATED_PRESEASON,8.342671619316514,141.82541752838074,0.05808237628669564,0.030074257645290342,0.10388670527820783,4,4,17.0,2025.0,LV,canonical_id,True,True,validated_component_shadow,"{""rushing_attempts"":0.5671731249465717,""rushing_yards"":2.9251795437808186,""rushing_tds"":0.020061196064600977,""rushing_2pt_conversions"":3.5901599359453094e-05,""rushing_first_downs"":0.14208161970708022,""targets"":4.894347827062022,""receptions"":3.095069845407919,""receiving_yards"":36.42771296159646,""receiving_tds"":0.20903232722903384,""receiving_2pt_conversions"":0.011273805066911377,""receiving_first_downs"":1.7048012859186932,""fumbles"":0.041045652810322915,""fumbles_lost"":0.021911188456580157}",141.82541752838074,V972_VALIDATED_COMPONENT_SHADOW,-0.6494691604781053,141.82541752838074,155.19793100116723,-13.372513472786494,1.3000000000000114,1.3000000000000114,1.3000000000000114,2.0,2026-09-01,,,,51.0,86.0,True,LV,True,Tre Tucker,,10213,True,True,True,True,50.0,relevance_hardened_component_only,MARKET_UNDERRATED,False,300,450,WATCHLIST_ONLY,relative_rank_edge_but_below_league_replacement,,blocked_no_empirical_pick_distribution
10214,00-0039074,Davis Allen,canonical_id,TE,LAR,LA,True,488.8,adp_dynasty_ppr,5.9,SLEEPER_PUBLISHED_TOTAL_FALLBACK,0.25,fum_lost|rec_2pt|rec_td|rush_2pt|rush_td|rush_yd,pts_ppr,5.9,0.3470588235294118,-9.662416202856758,-3.168913952911616,4.917339821979226,13.448810389185056,22.337759708474707,55,MARKET_FALLBACK,1.0,,{},,,{},validated_candidate,UNAVAILABLE_TEAM_CHANGE,False,,,,,,0.0,,,,,,0.0,1.0,,"{""opportunity_change_score_prior1"":-0.542291217947927,""prev__receiving_yards"":-0.3288360395325104,""target_share_prior4"":-0.21661504779485097,""prev_fantasy_ppg"":-0.1757359378749247,""red_zone_target_share_prior4"":-0.15554439169760317,""offense_snap_share_prior4"":0.11907975323762753,""pfr_receiving_drop_pct_prior4"":-0.11098866459314134,""prev__receptions"":-0.10366322154791249}",40,,147.0,False,,,-18.601386907874986,72.89358974358976,91.49497665146474,5.9,0.0,0.0,107.0,-33.0,False,-9.662416202856758,-3.168913952911616,4.917339821979226,13.448810389185056,22.337759708474707,5.9,5.9,5.9,,MARKET_FALLBACK,,,0.01680065115521008,-0.008855600177335993,0.04233096469948932,2,4,17.0,,,unmatched,False,False,position_not_validated,{},5.9,M9_FALLBACK,,5.9,153.21212796729006,-147.31212796729005,-12.699999999999989,-12.699999999999989,-12.699999999999989,2.0,2026-09-01,,,,147.0,74.0,True,LAR,True,Davis Allen,,10214,True,False,False,False,,relevance_hardened_component_only,IRRELEVANT,False,300,450,NO_SIGNAL,outside_actionable_relevance_gate,,blocked_no_empirical_pick_distribution
10215,00-0038998,Jake Haener,unmatched,QB,NYG,,False,675.0,adp_dynasty_ppr,,SLEEPER_MARKET_UNAVAILABLE,0.0,fum_lost|pass_2pt|pass_int|pass_td|pass_yd|rush_2pt|rush_td|rush_yd,,,,,,,,,10,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,,,,0.0,,,,,,0.0,0.0,no_model_or_profile,{},20,,,False,,,-57.523470280708096,142.458431372549,199.9819016532571,,,,,,False,,,,,,,,,,MARKET_FALLBACK,,,0.055240210821065686,0.0080786894141236,0.11663909094803769,4,4,17.0,,,unmatched,False,False,prior_season_profile_unavailable,{},,M9_FALLBACK,,,269.9916049406486,,0.0,0.0,0.0,2.0,2026-09-01,,,,,147.0,True,NYG,True,Jake Haener,,10215,True,False,False,False,,relevance_hardened_component_only,UNAVAILABLE,False,300,450,NO_SIGNAL,outside_actionable_relevance_gate,,blocked_no_empirical_pick_distribution
10216,00-0038636,Kenny McIntosh,unmatched,RB,,,False,700.3,adp_dynasty_ppr,5.2,SLEEPER_PUBLISHED_TOTAL_FALLBACK,0.375,fum_lost|rec_2pt|rec_td|rush_2pt|rush_td,pts_ppr,5.2,0.3058823529411765,-13.194000090529505,-5.908478886313592,3.706855157729024,14.5711017098073,25.335948634003465,62,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_PROFILE,False,,,,,,0.0,,,,,,0.0,0.0,no_model_or_profile,{},20,,121.0,False,,,-27.846787082240013,93.21724137931034,121.06402846155036,5.2,0.0,0.0,114.0,161.0,False,-13.194000090529505,-5.908478886313592,3.706855157729024,14.5711017098073,25.335948634003465,5.2,5.2,5.2,,MARKET_FALLBACK,,,0.03637195529312709,-0.013980990633426784,0.08719032166625885,3,4,17.0,,,unmatched,False,False,position_not_validated,{},5.2,M9_FALLBACK,,5.2,152.3,-147.10000000000002,0.0,0.0,0.0,2.0,2026-09-01,,,,114.0,275.0,True,,False,Kenny McIntosh,,10216,False,False,False,False,,relevance_hardened_component_only,IRRELEVANT,False,300,450,NO_SIGNAL,outside_actionable_relevance_gate,,blocked_no_empirical_pick_distribution
10217,00-0038582,Clayton Tune,canonical_id,QB,,GB,False,681.0,adp_dynasty_ppr,12.4,SLEEPER_PUBLISHED_TOTAL_FALLBACK,0.5,fum_lost|pass_2pt|rush_2pt|rush_td,pts_ppr,12.4,0.7294117647058824,-12.086106117261464,-2.078350672712311,10.681326677964158,24.80389632330864,39.07806854317925,62,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,DIAGNOSTIC_ONLY_POSITION,True,62.0054933993861,3.647381964669771,62.0054933993861,fum_lost|pass_2pt|pass_int|pass_td|pass_yd|rush_2pt|rush_td|rush_yd,,1.0,62.0054933993861,,-7.917976881322,fum_lost|pass_2pt|pass_int|pass_td|pass_yd|rush_2pt|rush_td|rush_yd,,1.0,1.0,,"{""prev_fantasy_ppg"":-4.362061939700215,""prev__passing_tds"":-1.1195777077833822,""prev__passing_yards"":-1.0989099513382348,""snap_share_prior4"":-0.8867740662060141,""qb_rush_share_prior4"":-0.4169398091547249,""prev__rushing_tds"":-0.310137804370486,""opportunity_xfp_realized_prior4"":-0.11702268003390576,""prev__rushing_yards"":-0.10421096727056166}",70,,62.0,False,,,-57.523470280708096,142.458431372549,199.9819016532571,4.482023118678001,-7.917976881322,-63.8546522687258,75.0,87.0,True,-20.004082998583463,-9.99632755403431,2.7633497966421583,16.885919441986644,31.16009166185725,4.482023118678001,12.4,4.482023118678001,,MARKET_FALLBACK,,,0.055240210821065686,0.0080786894141236,0.11663909094803769,4,4,17.0,2025.0,GB,canonical_id,False,False,prior_season_games_below_gate,{},4.482023118678001,M9_FALLBACK,,4.482023118678001,269.9916049406486,-265.5095818219706,0.0,0.0,0.0,2.0,2026-09-01,,,,79.0,162.0,True,,False,Clayton Tune,,10217,False,False,False,False,,relevance_hardened_component_only,IRRELEVANT,False,300,450,NO_SIGNAL,outside_actionable_relevance_gate,,blocked_no_empirical_pick_distribution
10218,00-0038618,Xavier Hutchinson,canonical_id,WR,HOU,HOU,False,640.9,adp_dynasty_ppr,36.7,SLEEPER_RAW_LEAGUE_REPLAY,0.375,fum_lost|rec_2pt|rush_2pt|rush_td|rush_yd,pts_ppr,94.50044249429756,5.558849558488093,67.74920603982989,79.96604817985201,93.57810707627966,108.41747094455016,122.23069857422028,94,FIE_M9_VALIDATED_PRESEASON,1.0,,"{""targets"":3.230217863770093,""receptions"":2.0184539574903266,""receiving_yards"":24.560795390541102,""receiving_tds"":0.16191058411488468,""fumbles_lost"":0.012577109404460753,""rushing_yards"":0.9183520313637579,""rushing_tds"":0.00421115723968119,""rushing_2pt_conversions"":0.00016524057906598528,""receiving_2pt_conversions"":0.010287074165336706}",,,"{""prev_fantasy_ppg"":-0.5108600087007158,""prev__receiving_yards"":-0.3547398005825345,""target_share_prior4"":-0.31558747459764414,""prev__receptions"":-0.1682587405830094,""pfr_receiving_drop_pct_prior4"":-0.07867151240676717,""offense_snap_share_prior4"":0.07485033951384186,""opportunity_xfp_realized_prior4"":-0.07452040526889052,""opportunity_change_score_prior1"":0.057335748729800955}",validated_candidate,VALIDATED_POSITION_SHADOW,True,94.50044249429756,5.558849558488093,94.50044249429756,fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,,1.0,94.50044249429756,,43.73672773253921,fum_lost|rec|rec_2pt|rec_td|rec_yd|rush_2pt|rush_td|rush_yd,,1.0,1.0,,"{""prev_fantasy_ppg"":-0.5108600087007158,""prev__receiving_yards"":-0.3547398005825345,""target_share_prior4"":-0.31558747459764414,""prev__receptions"":-0.1682587405830094,""pfr_receiving_drop_pct_prior4"":-0.07867151240676717,""offense_snap_share_prior4"":0.07485033951384186,""opportunity_xfp_realized_prior4"":-0.07452040526889052,""opportunity_change_score_prior1"":0.057335748729800955}",94,,92.0,True,,94.50044249429756,-14.063714761758362,94.60625,108.66996476175837,80.43672773253921,43.73672773253921,119.17364504779076,91.0,165.0,True,53.68549127807152,65.90233341809365,79.5143923145213,94.35375618279178,108.16698381246192,94.50044249429756,94.50044249429756,80.43672773253921,94.50044249429756,FIE_M9_VALIDATED_PRESEASON,6.3207901207797645,107.45343205325598,0.05808237628669564,0.030074257645290342,0.10388670527820783,4,4,16.999999999999996,2025.0,HOU,canonical_id,True,True,validated_component_shadow,"{""rushing_attempts"":0.15747702717743348,""rushing_yards"":0.8787229087710808,""rushing_tds"":0.00383276685555108,""rushing_2pt_conversions"":2.766390369034111e-05,""rushing_first_downs"":0.05533982410019491,""targets"":3.7356969147745893,""receptions"":2.340713633441732,""receiving_yards"":28.796172553928905,""receiving_tds"":0.1719657032741922,""receiving_2pt_conversions"":0.005315920440000753,""receiving_first_downs"":1.3606830941878632,""fumbles"":0.0247591602997498,""fumbles_lost"":0.014065944049029142}",107.45343205325598,V972_VALIDATED_COMPONENT_SHADOW,12.952989558958421,107.45343205325598,155.19793100116723,-47.744498947911254,-14.100000000000023,-14.100000000000023,-14.100000000000023,2.0,2026-09-01,,,,77.0,256.0,True,HOU,True,Xavier Hutchinson,,10218,True,False,False,False,,relevance_hardened_component_only,IRRELEVANT,False,300,450,NO_SIGNAL,outside_actionable_relevance_gate,,blocked_no_empirical_pick_distribution
10219,00-0038611,Chris Rodriguez,canonical_id,RB,JAX,WAS,True,164.2,adp_dynasty_ppr,132.5,SLEEPER_PUBLISHED_TOTAL_FALLBACK,0.625,rec_2pt|rec_td|rush_2pt,pts_ppr,132.5,7.794117647058823,103.9294013067396,117.01283390017517,131.84159687388347,147.44802514967148,161.63365398422013,55,MARKET_FALLBACK,0.0,no_validated_preseason_spec,{},,,{},diagnostic_only,UNAVAILABLE_TEAM_CHANGE,False,,,,,,0.0,,,,,,0.0,1.0,,"{""prev__receptions"":-0.5265656517539001,""carry_share_prior4"":0.49028933398112673,""opportunity_change_score_prior1"":-0.34640846981467466,""prev__receiving_yards"":-0.3422969009060251,""prev__rushing_yards"":0.2846636287416985,""opportunity_xfp_realized_prior4"":0.2358207799560321,""prev__rushing_tds"":0.16588373240237966,""target_share_prior4"":-0.1503995132903723}",40,53.0,40.0,False,13.0,,-27.846787082240013,93.21724137931034,121.06402846155036,132.5,0.0,0.0,40.0,13.0,False,103.9294013067396,117.01283390017517,131.84159687388347,147.44802514967148,161.63365398422013,132.5,132.5,132.5,,MARKET_FALLBACK,,,0.03637195529312709,-0.013980990633426784,0.08719032166625885,3,4,17.0,,,unmatched,False,False,position_not_validated,{},132.5,M9_FALLBACK,,132.5,152.3,-19.80000000000001,-0.700000000000017,-0.700000000000017,-0.700000000000017,2.0,2026-09-01,,,,40.0,53.0,True,JAX,True,Chris Rodriguez,,10219,True,True,True,True,40.0,relevance_hardened_component_only,MARKET_UNDERRATED,False,300,450,WATCHLIST_ONLY,relative_rank_edge_but_below_league_replacement,,blocked_no_empirical_pick_distribution
