position,status,n,diagnostic_coverage,avg_market,avg_diagnostic,mean_delta,rank_correlation,median_abs_delta,p90_abs_delta,within_5pct,over_10pct
QB,Diagnostic model,77,51,140.9205194805195,140.92051948051946,-4.134066826240583e-14,0.769950770868667,39.73419603223596,135.38105499288318,36.36363636363637,48
RB,Diagnostic model,135,87,84.62888888888888,84.62888888888885,-2.7158522344608275e-14,0.8683120749354097,9.641983411324262,53.34895958472403,42.22222222222222,70
WR,Validated preseason model,214,128,85.6836448598131,85.68364485981309,-2.1249876209647854e-15,0.9100667813459652,10.25848843392641,53.98934799187447,43.925233644859816,110
TE,Validated preseason model,123,78,73.07967479674795,73.07967479674797,-4.621416167545368e-16,0.9131014588723958,5.104420344683454,45.560665805479154,43.90243902439025,63
