position,status,n,diagnostic_coverage,avg_market,avg_diagnostic,mean_delta,rank_correlation,median_abs_delta,p90_abs_delta,within_5pct,over_10pct
QB,Diagnostic model,77,51,117.89454440615009,117.89454440615006,-1.0888836729830107e-14,0.7780092970948702,30.580614987714853,114.4339965550124,36.36363636363637,47
RB,Diagnostic model,135,87,84.62888948649169,84.62888948649166,-1.4947713848582848e-14,0.8684879925366114,9.578085537009656,53.380074064420725,42.22222222222222,70
WR,Validated preseason model,214,128,85.68364544411268,85.68364544411268,2.92185797882658e-15,0.9102798446358847,10.374119636892885,53.98794807714747,43.925233644859816,110
TE,Validated preseason model,123,78,61.213821503762304,61.21382150376232,1.1784611227240685e-14,0.9108329173045646,3.5575674598580065,38.1607045089903,45.52845528455284,61
