market_player_key,canonical_player_id,sleeper_id,full_name,position_model,market_adp,opening_adp,adp_change_from_open,adp_change_7d,adp_change_21d,market_snapshot_count,latest_market_as_of
00-0020578,00-0020578,127,Matt Bryant,K,691.0,602.0,-89.0,-89.0,-89.0,2,2026-09-01
00-0021206,00-0021206,208,Josh McCown,QB,684.0,684.0,0.0,0.0,0.0,2,2026-09-01
00-0022787,00-0022787,178,Matt Schaub,QB,656.5,656.5,0.0,0.0,0.0,2,2026-09-01
00-0022943,00-0022943,663,Benjamin Watson,TE,614.7,535.7,-79.0,-79.0,-79.0,2,2026-09-01
00-0023252,00-0023252,49,Robbie Gould,K,653.7,653.7,0.0,0.0,0.0,2,2026-09-01
00-0023436,00-0023436,268,Alex Smith,QB,654.3,654.3,0.0,0.0,0.0,2,2026-09-01
00-0023459,00-0023459,96,Aaron Rodgers,QB,228.8,228.8,0.0,0.0,0.0,2,2026-09-01
00-0023682,00-0023682,333,Ryan Fitzpatrick,QB,682.4,682.4,0.0,0.0,0.0,2,2026-09-01
00-0023853,00-0023853,17,Matt Prater,K,687.8,687.8,0.0,0.0,0.0,2,2026-09-01
00-0024243,00-0024243,111,Marcedes Lewis,TE,631.1,631.1,0.0,0.0,0.0,2,2026-09-01
00-0024333,00-0024333,110,Stephen Gostkowski,K,625.5,625.5,0.0,0.0,0.0,2,2026-09-01
00-0025396,00-0025396,695,Ted Ginn,WR,695.7,695.7,0.0,0.0,0.0,2,2026-09-01
00-0025565,00-0025565,650,Nick Folk,K,285.5,285.5,0.0,0.0,0.0,2,2026-09-01
00-0025580,00-0025580,59,Mason Crosby,K,674.0,674.0,0.0,0.0,0.0,2,2026-09-01
00-0025944,00-0025944,775,Steven Hauschka,K,698.7,698.7,0.0,0.0,0.0,2,2026-09-01
00-0026189,00-0026189,147,DeSean Jackson,WR,697.2,697.2,0.0,0.0,0.0,2,2026-09-01
00-0026197,00-0026197,89,Chad Henne,QB,690.8,690.8,0.0,0.0,0.0,2,2026-09-01
00-0026293,00-0026293,312,Matthew Slater,WR,552.6,541.7,-10.899999999999977,-10.899999999999977,-10.899999999999977,2,2026-09-01
00-0026300,00-0026300,260,Josh Johnson,QB,544.0,544.0,0.0,0.0,0.0,2,2026-09-01
00-0026498,00-0026498,421,Matthew Stafford,QB,95.9,95.3,-0.6000000000000085,-0.6000000000000085,-0.6000000000000085,2,2026-09-01
00-0026544,00-0026544,490,Chase Daniel,QB,690.5,690.5,0.0,0.0,0.0,2,2026-09-01
00-0026625,00-0026625,345,Brian Hoyer,QB,682.6,682.6,0.0,0.0,0.0,2,2026-09-01
00-0026858,00-0026858,503,Graham Gano,K,691.0,691.0,0.0,0.0,0.0,2,2026-09-01
00-0026968,00-0026968,391,Ryan Succop,K,568.3,533.2,-35.09999999999991,-35.09999999999991,-35.09999999999991,2,2026-09-01
00-0027061,00-0027061,367,Jared Cook,TE,654.2,654.2,0.0,0.0,0.0,2,2026-09-01
00-0027685,00-0027685,538,Emmanuel Sanders,WR,697.4,697.4,0.0,0.0,0.0,2,2026-09-01
00-0027688,00-0027688,533,Colt McCoy,QB,658.7,658.7,0.0,0.0,0.0,2,2026-09-01
00-0027696,00-0027696,616,Jimmy Graham,TE,604.8,604.8,0.0,0.0,0.0,2,2026-09-01
00-0027796,00-0027796,606,Joe Webb,QB,671.3,671.3,0.0,0.0,0.0,2,2026-09-01
00-0027891,00-0027891,642,Golden Tate,WR,694.5,694.5,0.0,0.0,0.0,2,2026-09-01
00-0027942,00-0027942,830,A.J. Green,WR,688.3,688.3,0.0,0.0,0.0,2,2026-09-01
00-0028064,00-0028064,818,Bilal Powell,RB,503.7,445.7,-58.0,-58.0,-58.0,2,2026-09-01
00-0028087,00-0028087,788,Dion Lewis,RB,591.8,591.8,0.0,0.0,0.0,2,2026-09-01
00-0028097,00-0028097,812,Lee Smith,TE,671.3,671.3,0.0,0.0,0.0,2,2026-09-01
00-0028112,00-0028112,801,Charles Clay,TE,678.5,678.5,0.0,0.0,0.0,2,2026-09-01
00-0028118,00-0028118,827,Tyrod Taylor,QB,658.2,658.2,0.0,0.0,0.0,2,2026-09-01
00-0028237,00-0028237,1329,Chris Hogan,WR,632.8,632.8,0.0,0.0,0.0,2,2026-09-01
00-0028787,00-0028787,1287,Kai Forbath,K,580.0,502.0,-78.0,-78.0,-78.0,2,2026-09-01
00-0028903,00-0028903,1223,Garrett Celek,TE,653.5,653.5,0.0,0.0,0.0,2,2026-09-01
00-0028986,00-0028986,1737,Case Keenum,QB,662.0,662.0,0.0,0.0,0.0,2,2026-09-01
00-0029119,00-0029119,1718,Derek Carrier,TE,692.5,692.5,0.0,0.0,0.0,2,2026-09-01
00-0029141,00-0029141,1170,Alfred Morris,RB,382.4,348.4,-34.0,-34.0,-34.0,2,2026-09-01
00-0029159,00-0029159,1290,Jermaine Kearse,WR,661.3,661.3,0.0,0.0,0.0,2,2026-09-01
00-0029239,00-0029239,1034,Brandon Bolden,RB,634.3,634.3,0.0,0.0,0.0,2,2026-09-01
00-0029263,00-0029263,1234,Russell Wilson,QB,694.8,694.8,0.0,0.0,0.0,2,2026-09-01
00-0029269,00-0029269,1077,Travis Benjamin,WR,673.0,673.0,0.0,0.0,0.0,2,2026-09-01
00-0029273,00-0029273,1232,Robert Turbin,RB,581.0,581.0,0.0,0.0,0.0,2,2026-09-01
00-0029293,00-0029293,1067,Marvin Jones,WR,650.5,650.5,0.0,0.0,0.0,2,2026-09-01
00-0029421,00-0029421,1099,Randy Bullock,K,663.6,663.6,0.0,0.0,0.0,2,2026-09-01
00-0029572,00-0029572,1215,Jarius Wright,WR,535.0,535.0,0.0,0.0,0.0,2,2026-09-01
00-0029587,00-0029587,1211,Rhett Ellison,TE,674.5,674.5,0.0,0.0,0.0,2,2026-09-01
00-0029615,00-0029615,1048,Lamar Miller,RB,699.5,699.5,0.0,0.0,0.0,2,2026-09-01
00-0029621,00-0029621,1266,Greg Zuerlein,K,669.8,669.8,0.0,0.0,0.0,2,2026-09-01
00-0029623,00-0029623,1262,Alex Tanney,QB,367.0,339.0,-28.0,-28.0,-28.0,2,2026-09-01
00-0029632,00-0029632,1071,Mohamed Sanu,WR,697.7,697.7,0.0,0.0,0.0,2,2026-09-01
00-0029664,00-0029664,1244,Josh Gordon,WR,684.0,684.0,0.0,0.0,0.0,2,2026-09-01
00-0029665,00-0029665,1169,Robert Griffin III,QB,668.5,668.5,0.0,0.0,0.0,2,2026-09-01
00-0029701,00-0029701,1049,Ryan Tannehill,QB,623.1,623.1,0.0,0.0,0.0,2,2026-09-01
00-0029822,00-0029822,1433,Brandon McManus,K,680.6,680.6,0.0,0.0,0.0,2,2026-09-01
00-0029854,00-0029854,1451,C.J. Anderson,RB,696.8,696.8,0.0,0.0,0.0,2,2026-09-01
00-0029857,00-0029857,1550,Ryan Griffin,QB,616.0,616.0,0.0,0.0,0.0,2,2026-09-01
00-0030035,00-0030035,1689,Adam Thielen,WR,668.8,668.8,0.0,0.0,0.0,2,2026-09-01
00-0030068,00-0030068,1346,Marquise Goodwin,WR,645.0,645.0,0.0,0.0,0.0,2,2026-09-01
00-0030085,00-0030085,1555,Kenny Stills,WR,588.0,588.0,0.0,0.0,0.0,2,2026-09-01
00-0030089,00-0030089,1603,Luke Willson,TE,626.3,548.3,-78.0,-78.0,-78.0,2,2026-09-01
00-0030098,00-0030098,1348,Dustin Hopkins,K,681.2,681.2,0.0,0.0,0.0,2,2026-09-01
00-0030107,00-0030107,1517,Theo Riddick,RB,408.2,364.2,-44.0,-44.0,-44.0,2,2026-09-01
00-0030108,00-0030108,1425,Ryan Griffin,TE,489.0,489.0,0.0,0.0,0.0,2,2026-09-01
00-0030279,00-0030279,1479,Keenan Allen,WR,199.8,197.8,-2.0,-2.0,-2.0,2,2026-09-01
00-0030332,00-0030332,4958,Brett Maher,K,475.8,491.9,16.099999999999966,16.099999999999966,16.099999999999966,2,2026-09-01
00-0030404,00-0030404,1502,Chris Thompson,RB,449.2,449.2,0.0,0.0,0.0,2,2026-09-01
00-0030414,00-0030414,1601,Spencer Ware,RB,488.1,431.9,-56.200000000000045,-56.200000000000045,-56.200000000000045,2,2026-09-01
00-0030456,00-0030456,1386,Giovani Bernard,RB,676.6,676.6,0.0,0.0,0.0,2,2026-09-01
00-0030465,00-0030465,1546,Kenjon Barner,RB,249.0,249.0,0.0,0.0,0.0,2,2026-09-01
00-0030470,00-0030470,1587,Vance McDonald,TE,635.7,635.7,0.0,0.0,0.0,2,2026-09-01
00-0030472,00-0030472,1500,Jordan Reed,TE,498.8,498.8,0.0,0.0,0.0,2,2026-09-01
00-0030506,00-0030506,1466,Travis Kelce,TE,89.3,89.1,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,2,2026-09-01
00-0030513,00-0030513,1476,Latavius Murray,RB,692.1,692.1,0.0,0.0,0.0,2,2026-09-01
00-0030520,00-0030520,1559,Mike Glennon,QB,685.0,685.0,0.0,0.0,0.0,2,2026-09-01
00-0030533,00-0030533,1338,Matt Barkley,QB,412.8,420.0,7.199999999999989,7.199999999999989,7.199999999999989,2,2026-09-01
00-0030549,00-0030549,1388,Tyler Eifert,TE,639.1,559.1,-80.0,-80.0,-80.0,2,2026-09-01
00-0030578,00-0030578,1535,Cordarrelle Patterson,RB,651.9,651.9,0.0,0.0,0.0,2,2026-09-01
00-0030663,00-0030663,1911,Willie Snead,WR,664.2,438.5,-225.70000000000005,-225.70000000000005,-225.70000000000005,2,2026-09-01
00-0030670,00-0030670,2003,Bennie Fowler,WR,635.0,635.0,0.0,0.0,0.0,2,2026-09-01
00-0030741,00-0030741,2174,Roosevelt Nix,FB,695.8,695.8,0.0,0.0,0.0,2,2026-09-01
00-0030821,00-0030821,1984,Allen Hurns,WR,510.7,452.3,-58.39999999999998,-58.39999999999998,-58.39999999999998,2,2026-09-01
00-0031023,00-0031023,1854,Quincy Enunwa,WR,353.5,320.0,-33.5,-33.5,-33.5,2,2026-09-01
00-0031051,00-0031051,2238,John Brown,WR,673.5,673.5,0.0,0.0,0.0,2,2026-09-01
00-0031060,00-0031060,2023,De'Anthony Thomas,WR,670.0,670.0,0.0,0.0,0.0,2,2026-09-01
00-0031076,00-0031076,2106,David Fales,QB,458.5,458.5,0.0,0.0,0.0,2,2026-09-01
