test_season,model,decile,n,mean_prediction,mean_actual,bias
2022,ENSEMBLE,1,6,3.8680828312975666,7.129313186813188,-3.2612303555156212
2022,ENSEMBLE,2,5,6.684826349159664,2.1866666666666665,4.4981596824929975
2022,ENSEMBLE,3,5,8.30339537912206,7.508371428571428,0.7950239505506325
2022,ENSEMBLE,4,6,11.026932179484968,13.58384142545907,-2.5569092459741025
2022,ENSEMBLE,5,5,12.815989156603724,13.292625641025642,-0.47663648442191864
2022,ENSEMBLE,6,5,13.835682481544382,11.717882828282828,2.117799653261553
2022,ENSEMBLE,7,6,15.114901880498993,14.09693650793651,1.0179653725624824
2022,ENSEMBLE,8,5,16.208990144321373,15.595347712418302,0.6136424319030702
2022,ENSEMBLE,9,5,18.014597685432552,20.005702941176473,-1.9911052557439213
2022,ENSEMBLE,10,6,20.725743879118095,20.792657456922164,-0.06691357780406904
2022,V972,1,6,3.9779278195068444,7.129313186813188,-3.1513853673063434
2022,V972,2,5,6.459413779168725,4.385238095238095,2.07417568393063
2022,V972,3,5,8.415463443119773,8.718270588235294,-0.302807145115521
2022,V972,4,6,10.719864809864141,12.684859525006582,-1.9649947151424403
2022,V972,5,5,12.602097137728762,9.291600000000003,3.3104971377287598
2022,V972,6,5,14.355056742415519,12.79979393939394,1.555262803021579
2022,V972,7,6,15.787327008205628,14.71101851851852,1.0763084896871078
2022,V972,8,5,17.099923215681976,15.945879365079367,1.1540438506026085
2022,V972,9,5,18.329508369383447,18.533945098039215,-0.204436728655768
2022,V972,10,6,20.790871669211175,21.604115790255495,-0.8132441210443204
2022,M9,1,6,3.7402718954345544,7.375979853479854,-3.6357079580452996
2022,M9,2,5,5.918922134469251,2.166666666666667,3.752255467802584
2022,M9,3,5,8.480579081921,7.813285714285715,0.6672933676352857
2022,M9,4,6,11.36921582406318,12.93655882352941,-1.567342999466229
2022,M9,5,5,12.7583816770055,13.998358169934638,-1.239976492929138
2022,M9,6,5,13.592976280815597,11.587882783882785,2.005093496932812
2022,M9,7,6,14.154759354088315,14.077791245791245,0.0769681082970699
2022,M9,8,5,15.974632976611408,14.932375163398694,1.0422578132127143
2022,M9,9,5,17.83420289310135,20.311742156862746,-2.477539263761397
2022,M9,10,6,20.8525870445464,20.792657456922164,0.059929587624235836
2023,ENSEMBLE,1,6,4.589425829402042,9.461660130718954,-4.8722343013169125
2023,ENSEMBLE,2,5,7.679175329118382,4.0054,3.6737753291183823
2023,ENSEMBLE,3,5,9.87255856363026,14.169566666666665,-4.297008103036404
2023,ENSEMBLE,4,5,11.22996109991496,11.449000000000002,-0.21903890008504234
2023,ENSEMBLE,5,6,12.439488415326046,9.50545751633987,2.934030898986176
2023,ENSEMBLE,6,5,13.351114995463877,11.739638095238096,1.6114769002257816
2023,ENSEMBLE,7,5,14.501233316225708,10.363184789067143,4.138048527158565
2023,ENSEMBLE,8,5,16.098530132471154,15.898237556561089,0.20029257591006555
2023,ENSEMBLE,9,5,17.28060964740021,18.197260784313727,-0.9166511369135151
2023,ENSEMBLE,10,6,20.908641932148807,18.562267282554046,2.346374649594761
2023,V972,1,6,4.146455906943804,8.979993464052287,-4.833537557108483
2023,V972,2,5,7.327501578903048,6.011,1.3165015789030479
2023,V972,3,5,8.963105298232204,13.638633333333335,-4.675528035101131
2023,V972,4,5,10.544246488590826,7.184,3.3602464885908256
2023,V972,5,6,12.313199236193055,10.551055555555555,1.7621436806375002
2023,V972,6,5,13.351299843409588,13.501476003734828,-0.1501761603252394
2023,V972,7,5,15.069690080986135,14.24696256684492,0.8227275141412154
2023,V972,8,5,16.471484723230596,12.878678733031677,3.5928059901989187
2023,V972,9,5,18.114712284451816,17.070269607843137,1.0444426766086785
2023,V972,10,6,21.160293957587047,19.074392282554047,2.085901675033
2023,M9,1,6,4.958683548639928,9.234993464052287,-4.27630991541236
2023,M9,2,5,7.815331142474969,6.044733333333333,1.770597809141636
2023,M9,3,5,10.319940046647531,12.0329,-1.7129599533524686
2023,M9,4,5,11.864503177721703,12.378015686274512,-0.5135125085528092
2023,M9,5,6,12.903990076687919,10.884772727272727,2.0192173494151913
2023,M9,6,5,13.624272007403226,10.575394957983193,3.0488770494200335
2023,M9,7,5,14.277634022496972,12.478658496732027,1.798975525764945
2023,M9,8,5,15.177100311360913,14.912896380090498,0.26420393127041564
2023,M9,9,5,16.94852195018732,16.016510784313727,0.9320111658735932
2023,M9,10,6,20.62561476351484,18.562267282554046,2.0633474809607932
2024,ENSEMBLE,1,6,4.857326169621481,4.369611111111111,0.48771505851036956
2024,ENSEMBLE,2,5,6.9594933043524705,10.522018843901197,-3.5625255395487265
2024,ENSEMBLE,3,6,9.707695198720822,9.230916666666667,0.4767785320541549
2024,ENSEMBLE,4,5,11.363217323124257,9.513171428571427,1.8500458945528298
2024,ENSEMBLE,5,6,12.571330246211902,8.774280423280425,3.797049822931477
2024,ENSEMBLE,6,5,14.034409914007188,7.347193277310924,6.687216636696264
2024,ENSEMBLE,7,5,15.226047812606756,16.870132352941177,-1.6440845403344202
2024,ENSEMBLE,8,6,16.17719402760973,16.619242424242426,-0.44204839663269624
2024,ENSEMBLE,9,5,16.76456505887961,17.32012450980392,-0.55555945092431
2024,ENSEMBLE,10,6,19.065170434213144,18.877819911297852,0.18735052291529186
2024,V972,1,6,5.078588254675132,4.369611111111111,0.7089771435640211
2024,V972,2,5,7.269514251848607,7.139283549783549,0.1302307020650577
2024,V972,3,6,9.0719652479017,11.438529411764705,-2.3665641638630053
2024,V972,4,5,11.157835878235048,8.880536507936508,2.2772993702985396
2024,V972,5,6,12.4030799161944,9.178809523809525,3.2242703923848754
2024,V972,6,5,14.079515016373893,6.908228571428571,7.171286444945322
2024,V972,7,5,15.351874941153374,17.236199579831936,-1.884324638678562
2024,V972,8,6,16.09124191207001,16.758645276292334,-0.6674033642223236
