position,status,n,diagnostic_coverage,avg_market,avg_diagnostic,mean_delta,rank_correlation,median_abs_delta,p90_abs_delta,within_5pct,over_10pct
QB,Diagnostic model,77,51,140.9205194805195,140.92051948051946,-4.134066826240583e-14,0.769950770868667,39.73419603223596,135.38105499288318,36.36363636363637,48
RB,Diagnostic model,135,87,84.62888888888888,84.62888888888885,-2.7158522344608275e-14,0.8683120749354097,9.641983411324262,53.34895958472403,42.22222222222222,70
WR,Validated preseason model,214,128,85.6836448598131,85.68364485981309,-2.1249876209647854e-15,0.9100667813459652,10.25848843392641,53.98934799187447,43.925233644859816,110
TE,Validated preseason model,123,78,61.21382113821138,61.2138211382114,1.8947806286936004e-14,0.9107813197139908,3.600172158886412,38.18531769698658,45.52845528455284,61
