schema,league_id,season,player_id,canonical_player_id,sleeper_id,name,team,position,projection_scope,model_selected,model_status,projection_source,projection_basis,interval_source,projection_points,projection_ppg,p10,p25,p50,p75,p90,position_rank,overall_rank,replacement_points,vorp,adp,adp_key,market_position_rank,market_overall_rank,rank_edge_position,rank_edge_overall,value_label,actionable_signal,confidence,current_player_match,current_active,injury_status,draft_relevant,within_draft_horizon,within_watchlist_horizon,adp_change_from_open,adp_change_7d,adp_change_21d,reason_codes,research_challenger_model,research_challenger_projection,research_challenger_delta,research_challenger_status,v972_validation_mean_improvement,v972_validation_ci95_low,v972_validation_ci95_high,v972_validation_positive_folds,v972_validation_folds,preseason_challenger_model,preseason_challenger_projection,preseason_challenger_delta_vs_sleeper,preseason_challenger_raw_fie_projection,preseason_challenger_signal_z,preseason_challenger_signal_percentile,preseason_challenger_signal_extremity,preseason_challenger_reliability,preseason_challenger_correction_cap,preseason_challenger_role_cohort,preseason_challenger_status,preseason_challenger_exact_scoring,preseason_challenger_team_changed,preseason_challenger_transition_status,preseason_challenger_gate_status,preseason_challenger_applied
fie-final-league-board-v1,1399128582088835072,2026,DST:JAX,DST:JAX,JAX,JAX D/ST,JAX,DST,WEEKLY_CURRENT,FIE_DST_DEDICATED,PRODUCTION_EXISTING,CURRENT_DEDICATED_SPECIALIST_ENGINE,DEDICATED_WEEKLY_CURRENT,DEDICATED_WEEKLY_CURRENT,9.3396,9.3396,2.7395,,,,17.4263,1.0,,,,,,,,,,CURRENT_SPECIALIST,False,95.0,True,True,,False,False,False,,,,"['DEDICATED_SPECIAL_TEAMS_ENGINE', 'EXACT_LEAGUE_SCORING']",,,,,,,,,,,,,,,,,,,,,,,,,
fie-final-league-board-v1,1399128582088835072,2026,DST:TEN,DST:TEN,TEN,TEN D/ST,TEN,DST,WEEKLY_CURRENT,FIE_DST_DEDICATED,PRODUCTION_EXISTING,CURRENT_DEDICATED_SPECIALIST_ENGINE,DEDICATED_WEEKLY_CURRENT,DEDICATED_WEEKLY_CURRENT,8.9715,8.9715,2.3714,,,,17.0583,2.0,,,,,,,,,,CURRENT_SPECIALIST,False,95.0,True,True,,False,False,False,,,,"['DEDICATED_SPECIAL_TEAMS_ENGINE', 'EXACT_LEAGUE_SCORING']",,,,,,,,,,,,,,,,,,,,,,,,,
fie-final-league-board-v1,1399128582088835072,2026,DST:LAC,DST:LAC,LAC,LAC D/ST,LAC,DST,WEEKLY_CURRENT,FIE_DST_DEDICATED,PRODUCTION_EXISTING,CURRENT_DEDICATED_SPECIALIST_ENGINE,DEDICATED_WEEKLY_CURRENT,DEDICATED_WEEKLY_CURRENT,8.9485,8.9485,2.3484,,,,17.0352,3.0,,,,,,,,,,CURRENT_SPECIALIST,False,95.0,True,True,,False,False,False,,,,"['DEDICATED_SPECIAL_TEAMS_ENGINE', 'EXACT_LEAGUE_SCORING']",,,,,,,,,,,,,,,,,,,,,,,,,
fie-final-league-board-v1,1399128582088835072,2026,DST:SEA,DST:SEA,SEA,SEA D/ST,SEA,DST,WEEKLY_CURRENT,FIE_DST_DEDICATED,PRODUCTION_EXISTING,CURRENT_DEDICATED_SPECIALIST_ENGINE,DEDICATED_WEEKLY_CURRENT,DEDICATED_WEEKLY_CURRENT,8.7296,8.7296,2.1295,,,,16.8164,4.0,,,,,,,,,,CURRENT_SPECIALIST,False,95.0,True,True,,False,False,False,,,,"['DEDICATED_SPECIAL_TEAMS_ENGINE', 'EXACT_LEAGUE_SCORING']",,,,,,,,,,,,,,,,,,,,,,,,,
fie-final-league-board-v1,1399128582088835072,2026,DST:LAR,DST:LAR,LAR,LAR D/ST,LAR,DST,WEEKLY_CURRENT,FIE_DST_DEDICATED,PRODUCTION_EXISTING,CURRENT_DEDICATED_SPECIALIST_ENGINE,DEDICATED_WEEKLY_CURRENT,DEDICATED_WEEKLY_CURRENT,8.53,8.53,,,,,,5.0,,,,,,,,,,CURRENT_SPECIALIST,False,35.0,True,True,,False,False,False,,,,"['DEDICATED_SPECIAL_TEAMS_ENGINE', 'EXACT_LEAGUE_SCORING']",,,,,,,,,,,,,,,,,,,,,,,,,
fie-final-league-board-v1,1399128582088835072,2026,DST:PIT,DST:PIT,PIT,PIT D/ST,PIT,DST,WEEKLY_CURRENT,FIE_DST_DEDICATED,PRODUCTION_EXISTING,CURRENT_DEDICATED_SPECIALIST_ENGINE,DEDICATED_WEEKLY_CURRENT,DEDICATED_WEEKLY_CURRENT,8.2011,8.2011,1.601,,,,16.2878,6.0,,,,,,,,,,CURRENT_SPECIALIST,False,95.0,True,True,,False,False,False,,,,"['DEDICATED_SPECIAL_TEAMS_ENGINE', 'EXACT_LEAGUE_SCORING']",,,,,,,,,,,,,,,,,,,,,,,,,
fie-final-league-board-v1,1399128582088835072,2026,DST:LV,DST:LV,LV,LV D/ST,LV,DST,WEEKLY_CURRENT,FIE_DST_DEDICATED,PRODUCTION_EXISTING,CURRENT_DEDICATED_SPECIALIST_ENGINE,DEDICATED_WEEKLY_CURRENT,DEDICATED_WEEKLY_CURRENT,8.1788,8.1788,1.5787,,,,16.2656,7.0,,,,,,,,,,CURRENT_SPECIALIST,False,95.0,True,True,,False,False,False,,,,"['DEDICATED_SPECIAL_TEAMS_ENGINE', 'EXACT_LEAGUE_SCORING']",,,,,,,,,,,,,,,,,,,,,,,,,
fie-final-league-board-v1,1399128582088835072,2026,DST:NYJ,DST:NYJ,NYJ,NYJ D/ST,NYJ,DST,WEEKLY_CURRENT,FIE_DST_DEDICATED,PRODUCTION_EXISTING,CURRENT_DEDICATED_SPECIALIST_ENGINE,DEDICATED_WEEKLY_CURRENT,DEDICATED_WEEKLY_CURRENT,8.1272,8.1272,1.5271,,,,16.2139,8.0,,,,,,,,,,CURRENT_SPECIALIST,False,95.0,True,True,,False,False,False,,,,"['DEDICATED_SPECIAL_TEAMS_ENGINE', 'EXACT_LEAGUE_SCORING']",,,,,,,,,,,,,,,,,,,,,,,,,
fie-final-league-board-v1,1399128582088835072,2026,DST:KC,DST:KC,KC,KC D/ST,KC,DST,WEEKLY_CURRENT,FIE_DST_DEDICATED,PRODUCTION_EXISTING,CURRENT_DEDICATED_SPECIALIST_ENGINE,DEDICATED_WEEKLY_CURRENT,DEDICATED_WEEKLY_CURRENT,8.0462,8.0462,1.4461,,,,16.133,9.0,,,,,,,,,,CURRENT_SPECIALIST,False,95.0,True,True,,False,False,False,,,,"['DEDICATED_SPECIAL_TEAMS_ENGINE', 'EXACT_LEAGUE_SCORING']",,,,,,,,,,,,,,,,,,,,,,,,,
fie-final-league-board-v1,1399128582088835072,2026,DST:DET,DST:DET,DET,DET D/ST,DET,DST,WEEKLY_CURRENT,FIE_DST_DEDICATED,PRODUCTION_EXISTING,CURRENT_DEDICATED_SPECIALIST_ENGINE,DEDICATED_WEEKLY_CURRENT,DEDICATED_WEEKLY_CURRENT,7.9958,7.9958,1.3957,,,,16.0826,10.0,,,,,,,,,,CURRENT_SPECIALIST,False,95.0,True,True,,False,False,False,,,,"['DEDICATED_SPECIAL_TEAMS_ENGINE', 'EXACT_LEAGUE_SCORING']",,,,,,,,,,,,,,,,,,,,,,,,,
