position,status,n,diagnostic_coverage,avg_market,avg_diagnostic,mean_delta,rank_correlation,median_abs_delta,p90_abs_delta,within_5pct,over_10pct
QB,Diagnostic model,77,51,117.89454545454547,117.89454545454547,-4.798470423314962e-15,0.7778778366344102,30.59160054321012,114.45166795718725,36.36363636363637,47
RB,Diagnostic model,135,87,84.62888888888888,84.62888888888887,-1.431612030568498e-14,0.8683925568513862,9.515310132823714,53.36315586892448,42.22222222222222,70
WR,Validated preseason model,214,128,85.6836448598131,85.6836448598131,5.976527683963459e-15,0.9100826998676259,10.188817406828676,54.15143161307786,43.925233644859816,111
TE,Validated preseason model,123,78,61.21382113821138,61.21382113821139,2.7728497005272203e-15,0.9109135385398365,3.5694856342763934,38.149789495069044,46.34146341463415,61
