position,family,feature,non_null_n,total_n,coverage,player_n,season_n,first_season,last_season,same_week_spearman,same_week_n,next1_spearman,next1_n,next3_spearman,next3_n,ros_spearman,ros_n,persistence_spearman,max_peer_abs_corr,most_correlated_peer,estimated_total_folds_needed,weekly_fdr_q,season_fdr_q,multiplicity_support,evidence_status,why,validated_horizons,validated_components,weekly_folds,weekly_mean,weekly_positive_folds,weekly_required_positive_folds,weekly_ci95_low,weekly_ci95_high,weekly_robust,weekly_sign_flip_p,season_folds,season_mean,season_positive_folds,season_required_positive_folds,season_ci95_low,season_ci95_high,season_robust,season_sign_flip_p
WR,opportunity,target_share_prior4,15800,16859,0.9371848864108191,480,7,2019,2025,0.6158651011471279,15800,0.5949881209780857,14252,0.692264646316093,14252,0.71911530110349,14252,0.9650765912498054,0.8647146245520426,offense_snap_share_prior4,,,0.26666666666666666,not_fdr_supported_or_not_testable,horizon_specific,"Fails the same-week residual gate but clears at least one independently validated future/tail horizon: breakout, ceiling, floor, next_3_games, next_week, rest_of_season","['breakout', 'ceiling', 'floor', 'next_3_games', 'next_week', 'rest_of_season']",['target_volume'],1,-0.006806294556561194,0,2,,,False,,3,0.06457128067167278,3,3,0.019971793077432496,0.11980899285724869,False,0.2222222222222222
WR,opportunity,red_zone_target_share_prior4,7569,16859,0.44895901299009433,333,7,2019,2025,0.1840285626574757,7569,0.17173567237632884,6933,0.20847455380529642,6933,0.21994742585795707,6933,0.8128793149728422,0.44611754737353776,target_share_prior4,,,0.26666666666666666,not_fdr_supported_or_not_testable,descriptive_not_incremental,"Predictive association exists, but it does not improve the already-informed FIE baseline.",[],[],1,-0.010198386367492589,0,2,,,False,,3,0.11227231867642971,3,3,0.06493766751105444,0.17786411468335706,False,0.2222222222222222
WR,opportunity,opportunity_change_score_prior1,4916,16859,0.2915949937718726,297,4,2022,2025,0.1413345331112133,4916,0.11461335880760896,4248,0.11835737126563343,4248,0.11755561533818341,4248,0.6865154040930996,0.2535946681069248,target_share_prior4,,,,not_fdr_supported_or_not_testable,insufficient_coverage,Too little observed history to make a stable incremental claim.,[],[],1,-0.017514728335021636,0,2,,,False,,2,0.08034833905301428,2,2,,,False,
WR,conversion,pfr_receiving_drop_pct_prior4,12266,16859,0.7275639124503233,437,7,2019,2025,0.09952759051713968,12266,0.0922464585341227,11001,0.09913055300590087,11001,0.0943189837375635,11001,0.7631813320907658,,,,,0.26666666666666666,not_fdr_supported_or_not_testable,no_incremental_evidence,Current history shows little stable incremental predictive value.,[],[],1,-0.012213668259457078,0,2,,,False,,3,0.06697636820885616,3,3,0.03726179509221099,0.11395737168170166,False,0.2222222222222222
WR,competition,receiving_competition_index_prior4,15800,16859,0.9371848864108191,480,7,2019,2025,-0.39826770768464226,15800,-0.3758041754698534,14252,-0.437593719744231,14252,-0.45774861667195477,14252,0.9007154725902854,0.2202475978770306,receiving_competitor_count,,,0.26666666666666666,not_fdr_supported_or_not_testable,mechanism_specific,"Does not clear the direct fantasy-point gate, but adds robust OOS information for the football component(s): target_volume",[],['target_volume'],1,-0.006887555922047994,0,2,,,False,,3,0.055108509302117865,3,3,0.01371649194554264,0.10744765123813617,False,0.2222222222222222
WR,competition,receiving_competitor_count,16859,16859,1.0,547,7,2019,2025,-0.2228832863303456,16859,-0.19777790949435747,15199,-0.21637155871339234,15199,-0.22295834577587995,15199,0.46839949782509877,0.22024759787703063,receiving_competition_index_prior4,,,0.3333333333333333,not_fdr_supported_or_not_testable,descriptive_not_incremental,"Predictive association exists, but it does not improve the already-informed FIE baseline.",[],[],1,0.0013545076050877048,1,2,,,False,,3,0.05141419764677121,2,3,-0.00021103147614994318,0.10755037486483,False,0.3333333333333333
WR,regression,xfp_residual_prior4,7995,16859,0.47422741562370246,346,4,2022,2025,0.07339436161586987,7995,0.06567600616901724,7167,0.0829990394437544,7167,0.09994847630569417,7167,0.7733008321118248,0.01827476685638303,opportunity_xfp_realized_prior4,,,,not_fdr_supported_or_not_testable,no_incremental_evidence,Current history shows little stable incremental predictive value.,[],[],1,-0.013973560893460598,0,2,,,False,,2,0.08691324753359753,2,2,,,False,
WR,regression,opportunity_xfp_realized_prior4,7995,16859,0.47422741562370246,346,4,2022,2025,0.627284478531979,7995,0.6031078856093626,7167,0.6938914602777125,7167,0.7191947546216529,7167,0.9667022075187673,0.01827476685638303,xfp_residual_prior4,,,,not_fdr_supported_or_not_testable,descriptive_not_incremental,"Predictive association exists, but it does not improve the already-informed FIE baseline.",[],[],1,-0.011346312177147206,0,2,,,False,,2,0.08952758159759981,2,2,,,False,
TE,opportunity,offense_snap_share_prior4,6640,8377,0.7926465321714218,247,7,2019,2025,0.5050405275099742,6640,0.4831512041866585,5865,0.5829579806531036,5865,0.6067192818819065,5865,0.9741003257885601,0.7983083374876114,target_share_prior4,,,0.3333333333333333,not_fdr_supported_or_not_testable,horizon_specific,"Fails the same-week residual gate but clears at least one independently validated future/tail horizon: breakout, ceiling, floor, next_3_games, next_week, rest_of_season","['breakout', 'ceiling', 'floor', 'next_3_games', 'next_week', 'rest_of_season']",['target_volume'],1,-0.012979502772683576,0,2,,,False,,3,0.03156554207098766,2,3,-0.002947938497335484,0.05873767174582461,False,0.3333333333333333
TE,opportunity,target_share_prior4,7826,8377,0.9342246627671004,256,7,2019,2025,0.5454514312660094,7826,0.5313080632527046,6990,0.6408350402050474,6990,0.6732118269037064,6990,0.9557041918677782,0.7983083374876114,offense_snap_share_prior4,,,0.3333333333333333,not_fdr_supported_or_not_testable,horizon_specific,"Fails the same-week residual gate but clears at least one independently validated future/tail horizon: breakout, ceiling, floor, next_3_games, next_week, rest_of_season","['breakout', 'ceiling', 'floor', 'next_3_games', 'next_week', 'rest_of_season']",['target_volume'],1,-0.005541163423216594,0,2,,,False,,3,0.0627314047744253,3,3,0.04363537024359502,0.09376860131369255,False,0.2222222222222222
TE,opportunity,red_zone_target_share_prior4,3636,8377,0.4340456010504954,179,7,2019,2025,0.16540484462138874,3636,0.15820680089346525,3320,0.19528610442113695,3320,0.20936611781775508,3320,0.8157594052295803,0.39783370590376926,target_share_prior4,,,0.3333333333333333,not_fdr_supported_or_not_testable,mechanism_specific,"Does not clear the direct fantasy-point gate, but adds robust OOS information for the football component(s): target_volume",[],['target_volume'],1,-0.010380160542108994,0,2,,,False,,3,0.036720175198180625,2,3,-0.01743319528032708,0.10215544622233251,False,0.3333333333333333
TE,opportunity,opportunity_change_score_prior1,2283,8377,0.2725319326727946,146,4,2022,2025,0.13772871688059227,2283,0.13081411713981764,1928,0.1677985910631802,1928,0.1763656779497429,1928,0.6659971419161843,0.2955518468496708,target_share_prior4,,,,not_fdr_supported_or_not_testable,insufficient_coverage,Too little observed history to make a stable incremental claim.,[],[],1,-0.02017328206030056,0,2,,,False,,2,0.02127052898275102,2,2,,,False,
TE,conversion,pfr_receiving_drop_pct_prior4,6183,8377,0.7380923958457681,228,7,2019,2025,0.1160604449428441,6183,0.10847339733112915,5478,0.14343693646932104,5478,0.14563937913368266,5478,0.7601188943943354,,,,,0.3333333333333333,not_fdr_supported_or_not_testable,descriptive_not_incremental,"Predictive association exists, but it does not improve the already-informed FIE baseline.",[],[],1,-0.009679370830397419,0,2,,,False,,3,0.01949782305660164,2,3,-0.0010537807932854758,0.04499928457513589,False,0.3333333333333333
TE,competition,receiving_competition_index_prior4,7826,8377,0.9342246627671004,256,7,2019,2025,-0.29356491889965564,7826,-0.2768699034677114,6990,-0.3456322414984869,6990,-0.37821890164190436,6990,0.8689277314001767,0.17533738656286127,receiving_competitor_count,,,0.3333333333333333,not_fdr_supported_or_not_testable,horizon_specific,Fails the same-week residual gate but clears at least one independently validated future/tail horizon: rest_of_season,['rest_of_season'],['target_volume'],1,-0.005446898782413457,0,2,,,False,,3,0.024125307694333575,2,3,-0.008239473874388429,0.04796077988293158,False,0.3333333333333333
TE,competition,receiving_competitor_count,8377,8377,1.0,286,7,2019,2025,-0.19844447471597082,8377,-0.1716030951003774,7476,-0.2066384897052119,7476,-0.2217164631127714,7476,0.45112541630418884,0.17533738656286127,receiving_competition_index_prior4,,,0.3333333333333333,not_fdr_supported_or_not_testable,descriptive_not_incremental,"Predictive association exists, but it does not improve the already-informed FIE baseline.",[],[],1,-0.0023608763920218555,0,2,,,False,,3,0.0231009200062226,3,3,0.014324734565444863,0.030373614095132548,False,0.2222222222222222
TE,regression,xfp_residual_prior4,3917,8377,0.46758982929449683,176,4,2022,2025,0.07024797817333936,3917,0.07894391263952848,3478,0.09793505668563075,3478,0.10487128102676725,3478,0.7695744751487753,0.00948491798045109,opportunity_xfp_realized_prior4,,,,not_fdr_supported_or_not_testable,descriptive_not_incremental,"Predictive association exists, but it does not improve the already-informed FIE baseline.",[],[],1,-0.01921394746205074,0,2,,,False,,2,0.019758332926816658,2,2,,,False,
TE,regression,opportunity_xfp_realized_prior4,3917,8377,0.46758982929449683,176,4,2022,2025,0.5636743170479936,3917,0.5499124966833776,3478,0.6571088987559695,3478,0.6788099400022732,3478,0.955853055646203,0.009484917980451093,xfp_residual_prior4,,,,not_fdr_supported_or_not_testable,descriptive_not_incremental,"Predictive association exists, but it does not improve the already-informed FIE baseline.",[],[],1,-0.015045315167823047,0,2,,,False,,2,0.057950879645237874,2,2,,,False,
