test_season,model,decile,n,mean_prediction,mean_actual,bias
2022,ENSEMBLE,1,6,4.318471278406952,8.287738095238096,-3.9692668168311434
2022,ENSEMBLE,2,5,7.724619905490758,5.460095238095239,2.264524667395519
2022,ENSEMBLE,3,5,9.719750778132093,5.4677999999999995,4.251950778132094
2022,ENSEMBLE,4,6,12.861547422299507,15.641497821350763,-2.7799503990512555
2022,ENSEMBLE,5,5,14.893369136269195,15.615189743589744,-0.7218206073205486
2022,ENSEMBLE,6,5,16.372129280587178,12.816945454545452,3.5551838260417252
2022,ENSEMBLE,7,6,17.487255554098514,16.835262215997513,0.6519933381010006
2022,ENSEMBLE,8,5,19.158179949828167,18.714466666666663,0.4437132831615038
2022,ENSEMBLE,9,5,21.325061863863382,22.85171470588235,-1.5266528420189687
2022,ENSEMBLE,10,6,24.229763467808215,24.351295306001187,-0.12153183819297197
2022,V972,1,6,4.506438723791303,8.287738095238096,-3.781299371446793
2022,V972,2,5,7.437321457216802,5.028095238095238,2.409226219121564
2022,V972,3,5,9.90721703855662,10.014152941176471,-0.10693590261985086
2022,V972,4,6,12.501251067416192,12.212870370370373,0.2883806970458185
2022,V972,5,5,14.723568479633968,14.675323076923075,0.048245402710893615
2022,V972,6,5,16.762596739218687,13.756812121212121,3.0057846180065653
2022,V972,7,6,18.455145590998455,17.164685185185185,1.2904604058132705
2022,V972,8,5,19.95677441731752,18.31915910364146,1.6376153136760578
2022,V972,9,5,21.761255625606125,21.76963137254902,-0.008375746942896
2022,V972,10,6,24.28658535481797,25.253031417112297,-0.9664460622943274
2022,M9,1,6,4.100813332258437,8.387738095238097,-4.28692476297966
2022,M9,2,5,6.837661555535,2.642666666666667,4.194994888868333
2022,M9,3,5,9.85506021374276,8.92042857142857,0.9346316423141907
2022,M9,4,6,13.302180864965555,15.702545751633986,-2.400364886668431
2022,M9,5,5,15.029965070262772,15.195644444444445,-0.1656793741816731
2022,M9,6,5,15.831245909465576,15.551335775335776,0.2799101341297998
2022,M9,7,6,16.596393905217326,15.438287878787877,1.158106026429449
2022,M9,8,5,18.767318494474715,17.730278431372547,1.0370400631021681
2022,M9,9,5,21.080648097924513,22.368969607843137,-1.2883215099186245
