canonical_player_id,fantasy_points_p10,fantasy_points_p25,fantasy_points_p50,fantasy_points_p75,fantasy_points_p90,full_name,league_format,league_id,position_model,profile_fingerprint,scoring_signature,source,status,team,unsupported_scoring_keys
00-0022924,3.441794271131633,10.528946009574792,24.742713992292614,60.86033716979734,85.76104686415883,Ben Roethlisberger,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,PIT,[]
00-0023459,33.83046392745235,54.016559681934,73.29806742775807,98.64995145708559,125.71589058178935,Aaron Rodgers,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,PIT,[]
00-0026158,33.46700580012154,50.85728116599914,78.19483063502983,102.78566921416886,133.48946332520129,Joe Flacco,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,CIN,[]
00-0026300,11.055713172876294,16.675098773875995,33.04008608780925,59.94940053314282,90.08692637782626,Josh Johnson,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,CIN,[]
00-0026498,0.7647832272315919,2.086491025498467,2.4836125851900013,3.944487978378619,4.699940359323146,Matthew Stafford,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,LAR,[]
00-0027973,2.7940847320710187,8.19907699991245,25.8821601418694,41.81304657303093,67.33938656094811,Andy Dalton,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,PHI,[]
00-0028097,2.418894809674017,6.022242487572857,15.52612716527675,28.12603475389848,45.52528909093286,Lee Smith,DYNASTY,1312066407394975744,TE,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,ATL,[]
00-0028118,18.152895168602985,26.351419887697077,49.21703073047274,80.14411343883046,99.97562885868258,Tyrod Taylor,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,GB,[]
00-0028986,6.217794849408197,16.79098840891505,34.70938193886863,56.464338561741656,83.46517734668426,Case Keenum,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,CHI,[]
00-0029604,22.996305896464293,41.2089257686988,59.88283788092946,86.66248295031274,114.02478408505941,Kirk Cousins,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,LV,[]
