position,status,n,diagnostic_coverage,avg_market,avg_diagnostic,mean_delta,rank_correlation,median_abs_delta,p90_abs_delta,within_5pct,over_10pct
QB,Diagnostic model,77,51,117.89454545454547,117.89454545454542,-3.7649537167548166e-14,0.7780092970948702,30.5806150330628,114.43399770607577,36.36363636363637,47
RB,Diagnostic model,135,87,84.62888888888888,84.6288888888889,8.421247238638224e-15,0.8684925495348725,9.578085790963073,53.38007324256677,42.22222222222222,70
WR,Validated preseason model,214,128,85.6836448598131,85.6836448598131,-1.9921758946544863e-15,0.9102522933483951,10.374119511329035,53.98794768331027,43.925233644859816,110
TE,Validated preseason model,123,78,61.21382113821138,61.213821138211415,2.241386841259503e-14,0.9108329173045646,3.55756742860385,38.16070432475446,45.52845528455284,61
