market_player_key,canonical_player_id,sleeper_id,full_name,position_model,market_adp,opening_adp,adp_change_from_open,adp_change_7d,adp_change_21d,market_snapshot_count,latest_market_as_of
00-0016919,00-0016919,120,Adam Vinatieri,K,562.8,476.3,-86.49999999999994,-86.49999999999994,-86.49999999999994,2,2026-09-08
00-0019596,00-0019596,167,Tom Brady,QB,359.0,358.7,-0.30000000000001137,-0.30000000000001137,-0.30000000000001137,2,2026-09-08
00-0020531,00-0020531,289,Drew Brees,QB,697.4,661.4,-36.0,-36.0,-36.0,2,2026-09-08
00-0020578,00-0020578,127,Matt Bryant,K,514.3,438.5,-75.79999999999995,-75.79999999999995,-75.79999999999995,2,2026-09-08
00-0021206,00-0021206,208,Josh McCown,QB,650.2,650.2,0.0,0.0,0.0,2,2026-09-08
00-0022127,00-0022127,23,Jason Witten,TE,686.0,671.5,-14.5,-14.5,-14.5,2,2026-09-08
00-0022787,00-0022787,178,Matt Schaub,QB,697.6,544.6,-153.0,-153.0,-153.0,2,2026-09-08
00-0022921,00-0022921,223,Larry Fitzgerald,WR,687.8,687.8,0.0,0.0,0.0,1,2026-09-08
00-0022924,00-0022924,138,Ben Roethlisberger,QB,691.8,691.8,0.0,0.0,0.0,1,2026-09-08
00-0023252,00-0023252,49,Robbie Gould,K,695.6,521.6,-174.0,-174.0,-174.0,2,2026-09-08
00-0023436,00-0023436,268,Alex Smith,QB,625.6,625.6,0.0,0.0,0.0,2,2026-09-08
00-0023459,00-0023459,96,Aaron Rodgers,QB,191.7,191.5,-0.19999999999998863,-0.19999999999998863,-0.19999999999998863,2,2026-09-08
00-0023482,00-0023482,658,Mike Nugent,K,688.9,535.9,-153.0,-153.0,-153.0,2,2026-09-08
00-0023500,00-0023500,232,Frank Gore,RB,689.6,679.8,-9.800000000000068,-9.800000000000068,-9.800000000000068,2,2026-09-08
00-0023564,00-0023564,246,Darren Sproles,RB,668.1,668.1,0.0,0.0,0.0,2,2026-09-08
00-0023682,00-0023682,333,Ryan Fitzpatrick,QB,698.2,598.5,-99.70000000000005,-99.70000000000005,-99.70000000000005,2,2026-09-08
00-0023853,00-0023853,17,Matt Prater,K,698.5,602.5,-96.0,-96.0,-96.0,2,2026-09-08
00-0024221,00-0024221,200,Vernon Davis,TE,660.8,486.0,-174.79999999999995,-174.79999999999995,-174.79999999999995,2,2026-09-08
00-0024243,00-0024243,111,Marcedes Lewis,TE,636.1,636.1,0.0,0.0,0.0,2,2026-09-08
00-0024333,00-0024333,110,Stephen Gostkowski,K,509.1,580.4,71.29999999999995,71.29999999999995,71.29999999999995,2,2026-09-08
00-0024389,00-0024389,284,Delanie Walker,TE,696.8,696.8,0.0,0.0,0.0,2,2026-09-08
00-0025394,00-0025394,184,Adrian Peterson,RB,662.2,652.9,-9.300000000000068,-9.300000000000068,-9.300000000000068,2,2026-09-08
00-0025396,00-0025396,695,Ted Ginn,WR,666.8,666.8,0.0,0.0,0.0,2,2026-09-08
00-0025430,00-0025430,181,Drew Stanton,QB,691.2,691.2,0.0,0.0,0.0,2,2026-09-08
00-0025565,00-0025565,650,Nick Folk,K,687.2,687.2,0.0,0.0,0.0,2,2026-09-08
00-0025580,00-0025580,59,Mason Crosby,K,602.8,489.3,-113.49999999999994,-113.49999999999994,-113.49999999999994,2,2026-09-08
00-0025708,00-0025708,233,Matt Moore,QB,438.0,438.0,0.0,0.0,0.0,1,2026-09-08
00-0025944,00-0025944,775,Steven Hauschka,K,653.7,525.1,-128.60000000000002,-128.60000000000002,-128.60000000000002,2,2026-09-08
00-0026035,00-0026035,491,Danny Amendola,WR,677.1,677.1,0.0,0.0,0.0,2,2026-09-08
00-0026143,00-0026143,24,Matt Ryan,QB,688.0,688.0,0.0,0.0,0.0,2,2026-09-08
00-0026158,00-0026158,19,Joe Flacco,QB,364.7,365.6,0.9000000000000341,0.9000000000000341,0.9000000000000341,2,2026-09-08
00-0026189,00-0026189,147,DeSean Jackson,WR,649.0,655.8,6.7999999999999545,6.7999999999999545,6.7999999999999545,2,2026-09-08
00-0026300,00-0026300,260,Josh Johnson,QB,691.6,691.6,0.0,0.0,0.0,2,2026-09-08
00-0026498,00-0026498,421,Matthew Stafford,QB,86.8,86.9,0.10000000000000853,0.10000000000000853,0.10000000000000853,2,2026-09-08
00-0026625,00-0026625,345,Brian Hoyer,QB,674.9,527.9,-147.0,-147.0,-147.0,2,2026-09-08
00-0026986,00-0026986,455,Michael Crabtree,WR,629.5,480.4,-149.10000000000002,-149.10000000000002,-149.10000000000002,2,2026-09-08
00-0027029,00-0027029,676,LeSean McCoy,RB,658.2,658.2,0.0,0.0,0.0,2,2026-09-08
00-0027150,00-0027150,344,Julian Edelman,WR,621.8,503.3,-118.49999999999994,-118.49999999999994,-118.49999999999994,2,2026-09-08
00-0027656,00-0027656,515,Rob Gronkowski,TE,691.3,650.4,-40.89999999999998,-40.89999999999998,-40.89999999999998,2,2026-09-08
00-0027688,00-0027688,533,Colt McCoy,QB,628.1,510.4,-117.70000000000005,-117.70000000000005,-117.70000000000005,2,2026-09-08
00-0027696,00-0027696,616,Jimmy Graham,TE,542.6,542.6,0.0,0.0,0.0,2,2026-09-08
00-0027793,00-0027793,536,Antonio Brown,WR,694.0,694.0,0.0,0.0,0.0,2,2026-09-08
00-0027876,00-0027876,559,Tim Tebow,QB,698.4,698.4,0.0,0.0,0.0,2,2026-09-08
00-0027891,00-0027891,642,Golden Tate,WR,667.6,624.6,-43.0,-43.0,-43.0,2,2026-09-08
00-0027902,00-0027902,574,Dez Bryant,WR,597.9,685.4,87.5,87.5,87.5,2,2026-09-08
00-0027948,00-0027948,862,Blaine Gabbert,QB,515.9,692.5,176.60000000000002,176.60000000000002,176.60000000000002,2,2026-09-08
00-0028064,00-0028064,818,Bilal Powell,RB,677.3,677.3,0.0,0.0,0.0,2,2026-09-08
00-0028237,00-0028237,1329,Chris Hogan,WR,572.3,493.0,-79.29999999999995,-79.29999999999995,-79.29999999999995,2,2026-09-08
00-0028581,00-0028581,1305,Patrick DiMarco,RB,596.6,596.6,0.0,0.0,0.0,1,2026-09-08
00-0028660,00-0028660,899,Dan Bailey,K,669.8,571.6,-98.19999999999993,-98.19999999999993,-98.19999999999993,2,2026-09-08
00-0028787,00-0028787,1287,Kai Forbath,K,529.3,440.5,-88.79999999999995,-88.79999999999995,-88.79999999999995,2,2026-09-08
00-0028986,00-0028986,1737,Case Keenum,QB,680.9,680.9,0.0,0.0,0.0,2,2026-09-08
00-0029000,00-0029000,1144,Cole Beasley,WR,615.4,671.8,56.39999999999998,56.39999999999998,56.39999999999998,2,2026-09-08
00-0029119,00-0029119,1718,Derek Carrier,TE,663.5,663.5,0.0,0.0,0.0,2,2026-09-08
00-0029137,00-0029137,1149,Alshon Jeffery,WR,545.1,695.0,149.89999999999998,149.89999999999998,149.89999999999998,2,2026-09-08
00-0029239,00-0029239,1034,Brandon Bolden,RB,609.3,609.3,0.0,0.0,0.0,1,2026-09-08
00-0029263,00-0029263,1234,Russell Wilson,QB,689.3,689.3,0.0,0.0,0.0,2,2026-09-08
00-0029293,00-0029293,1067,Marvin Jones,WR,640.4,640.4,0.0,0.0,0.0,1,2026-09-08
00-0029421,00-0029421,1099,Randy Bullock,K,574.1,534.1,-40.0,-40.0,-40.0,2,2026-09-08
00-0029567,00-0029567,1029,Nick Foles,QB,617.6,632.5,14.899999999999977,14.899999999999977,14.899999999999977,2,2026-09-08
00-0029572,00-0029572,1215,Jarius Wright,WR,668.3,668.3,0.0,0.0,0.0,2,2026-09-08
00-0029597,00-0029597,1264,Justin Tucker,K,569.9,564.7,-5.199999999999932,-5.199999999999932,-5.199999999999932,2,2026-09-08
00-0029604,00-0029604,1166,Kirk Cousins,QB,230.8,235.6,4.799999999999983,4.799999999999983,4.799999999999983,2,2026-09-08
00-0029608,00-0029608,1110,T.Y. Hilton,WR,670.3,654.1,-16.199999999999932,-16.199999999999932,-16.199999999999932,2,2026-09-08
00-0029615,00-0029615,1048,Lamar Miller,RB,415.0,415.0,0.0,0.0,0.0,1,2026-09-08
00-0029632,00-0029632,1071,Mohamed Sanu,WR,687.5,687.5,0.0,0.0,0.0,2,2026-09-08
00-0029664,00-0029664,1244,Josh Gordon,WR,681.3,682.7,1.400000000000091,1.400000000000091,1.400000000000091,2,2026-09-08
00-0029665,00-0029665,1169,Robert Griffin III,QB,667.1,667.1,0.0,0.0,0.0,2,2026-09-08
00-0029701,00-0029701,1049,Ryan Tannehill,QB,631.5,569.3,-62.200000000000045,-62.200000000000045,-62.200000000000045,2,2026-09-08
00-0029822,00-0029822,1433,Brandon McManus,K,681.4,615.4,-66.0,-66.0,-66.0,2,2026-09-08
00-0029848,00-0029848,1604,Nick Williams,WR,430.0,430.0,0.0,0.0,0.0,1,2026-09-08
00-0029857,00-0029857,1550,Ryan Griffin,QB,566.4,509.0,-57.39999999999998,-57.39999999999998,-57.39999999999998,2,2026-09-08
00-0030035,00-0030035,1689,Adam Thielen,WR,580.4,689.3,108.89999999999998,108.89999999999998,108.89999999999998,2,2026-09-08
00-0030098,00-0030098,1348,Dustin Hopkins,K,560.3,461.0,-99.29999999999995,-99.29999999999995,-99.29999999999995,2,2026-09-08
00-0030279,00-0030279,1479,Keenan Allen,WR,253.4,254.2,0.799999999999983,0.799999999999983,0.799999999999983,2,2026-09-08
00-0030288,00-0030288,1387,Rex Burkhead,RB,700.2,584.5,-115.70000000000005,-115.70000000000005,-115.70000000000005,2,2026-09-08
00-0030332,00-0030332,4958,Brett Maher,K,563.8,453.8,-109.99999999999994,-109.99999999999994,-109.99999999999994,2,2026-09-08
00-0030456,00-0030456,1386,Giovani Bernard,RB,591.5,462.8,-128.7,-128.7,-128.7,2,2026-09-08
00-0030470,00-0030470,1587,Vance McDonald,TE,599.4,499.8,-99.59999999999997,-99.59999999999997,-99.59999999999997,2,2026-09-08
00-0030496,00-0030496,1408,Le'Veon Bell,RB,673.3,604.7,-68.59999999999991,-68.59999999999991,-68.59999999999991,2,2026-09-08
00-0030506,00-0030506,1466,Travis Kelce,TE,134.3,137.1,2.799999999999983,2.799999999999983,2.799999999999983,2,2026-09-08
00-0030513,00-0030513,1476,Latavius Murray,RB,601.8,484.1,-117.69999999999993,-117.69999999999993,-117.69999999999993,2,2026-09-08
00-0030520,00-0030520,1559,Mike Glennon,QB,658.3,420.0,-238.29999999999995,-238.29999999999995,-238.29999999999995,2,2026-09-08
00-0030525,00-0030525,1567,Tavon Austin,WR,690.3,690.3,0.0,0.0,0.0,2,2026-09-08
00-0030533,00-0030533,1338,Matt Barkley,QB,647.9,647.9,0.0,0.0,0.0,2,2026-09-08
00-0030565,00-0030565,1373,Geno Smith,QB,181.2,184.2,3.0,3.0,3.0,2,2026-09-08
00-0030578,00-0030578,1535,Cordarrelle Patterson,RB,633.6,633.6,0.0,0.0,0.0,1,2026-09-08
00-0030663,00-0030663,1911,Willie Snead,WR,617.2,617.2,0.0,0.0,0.0,1,2026-09-08
00-0030710,00-0030710,1793,Trey Burton,TE,452.0,452.0,0.0,0.0,0.0,1,2026-09-08
00-0030850,00-0030850,1974,Cody Parkey,K,656.9,474.1,-182.79999999999995,-182.79999999999995,-182.79999999999995,2,2026-09-08
00-0031023,00-0031023,1854,Quincy Enunwa,WR,691.3,619.3,-72.0,-72.0,-72.0,2,2026-09-08
00-0031045,00-0031045,2257,Carlos Hyde,RB,680.6,635.6,-45.0,-45.0,-45.0,2,2026-09-08
00-0031060,00-0031060,2023,De'Anthony Thomas,WR,509.0,509.0,0.0,0.0,0.0,2,2026-09-08
00-0031062,00-0031062,1848,James White,RB,665.1,579.1,-86.0,-86.0,-86.0,2,2026-09-08
00-0031136,00-0031136,1945,Chris Boswell,K,347.0,344.1,-2.8999999999999773,-2.8999999999999773,-2.8999999999999773,2,2026-09-08
00-0031166,00-0031166,2039,Seth Roberts,WR,669.3,477.5,-191.79999999999995,-191.79999999999995,-191.79999999999995,2,2026-09-08
00-0031203,00-0031203,2020,Cairo Santos,K,692.0,637.3,-54.700000000000045,-54.700000000000045,-54.700000000000045,2,2026-09-08
00-0031235,00-0031235,2078,Odell Beckham Jr.,WR,303.9,305.2,1.3000000000000114,1.3000000000000114,1.3000000000000114,2,2026-09-08
00-0031236,00-0031236,2197,Brandin Cooks,WR,616.6,555.3,-61.30000000000007,-61.30000000000007,-61.30000000000007,2,2026-09-08
00-0031257,00-0031257,2279,Paul Richardson,WR,681.8,681.8,0.0,0.0,0.0,1,2026-09-08
00-0031260,00-0031260,2251,Logan Thomas,TE,565.0,565.0,0.0,0.0,0.0,2,2026-09-08
00-0031288,00-0031288,1895,AJ McCarron,QB,654.2,654.2,0.0,0.0,0.0,2,2026-09-08
