canonical_player_id,fantasy_points_p10,fantasy_points_p25,fantasy_points_p50,fantasy_points_p75,fantasy_points_p90,full_name,league_format,league_id,position_model,profile_fingerprint,scoring_signature,source,status,team,unsupported_scoring_keys
00-0023459,251.50044868224845,252.82070516102038,254.2114447546917,255.70577604942196,257.1267490608079,Aaron Rodgers,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,PIT,[]
00-0026158,11.277906576607336,12.57239990408883,13.86418660209806,15.389048166711124,16.876075732951364,Joe Flacco,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,CIN,[]
00-0026498,338.2765966157835,338.6700370963167,339.1476581944421,339.6747463838214,340.13523280464,Matthew Stafford,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,LA,[]
00-0027973,0.3741170579176255,0.45878333882192107,0.5594394678778163,0.6563015108819679,0.7359056048897398,Andy Dalton,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,PHI,[]
00-0028118,22.904552863923715,25.73932879767912,28.798560586455025,31.95108093106728,34.897693565956715,Tyrod Taylor,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,GB,[]
00-0028986,4.845271591783831,5.288706094051076,5.828372727661548,6.472294164630085,7.2162516427935435,Case Keenum,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,CHI,[]
00-0029604,206.23528103677083,207.336465316461,208.43955953426465,209.67587393034816,210.97045413969198,Kirk Cousins,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,LV,[]
00-0030279,153.35749033283062,166.58870733908864,181.48057305842838,196.64312923407337,211.69881804764563,Keenan Allen,DYNASTY,1312066407394975744,WR,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,IND,[]
00-0030506,185.24153220865801,201.80014447339676,217.68875549277368,237.4540186941509,250.81906970405586,Travis Kelce,DYNASTY,1312066407394975744,TE,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,KC,[]
00-0030565,180.67113784090094,182.19754743480235,183.56775452703084,184.9441616014997,186.87525100868996,Geno Smith,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,NYJ,[]
00-0031235,43.42448923841732,46.6088352630387,51.44439055912735,56.74841412175229,60.625937121606924,Odell Beckham,DYNASTY,1312066407394975744,WR,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,NYG,[]
00-0031381,164.0687560745898,176.98823694431226,189.94395687789168,208.19089425539912,223.24729792405057,Davante Adams,DYNASTY,1312066407394975744,WR,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,LA,[]
00-0031408,85.53470073621456,91.14429726508705,100.8537471171283,110.4014963985476,119.59654042983935,Mike Evans,DYNASTY,1312066407394975744,WR,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,SF,[]
00-0031484,9.798371569083248,10.609677985046872,11.78233674221269,12.956124823721073,14.222003768855554,Chris Manhertz,DYNASTY,1312066407394975744,TE,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,NYG,[]
00-0031503,6.833319990333687,7.458039632382768,8.277109129509636,9.106548090332296,9.902642946521826,Jameis Winston,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,NYG,[]
00-0031588,186.70006685842935,199.5277540837672,218.51882836678593,233.2347483939043,245.0809538549911,Stefon Diggs,DYNASTY,1312066407394975744,WR,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,WAS,[]
00-0031610,79.15010101535586,85.06399492962876,91.63243355166125,100.47857737134046,109.66892211267309,Darren Waller,DYNASTY,1312066407394975744,TE,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,CAR,[]
00-0032104,38.91757490996115,42.38988207402038,46.877076363312305,52.535558382349464,55.93824392231345,Ameer Abdullah,DYNASTY,1312066407394975744,RB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,JAX,[]
00-0032268,38.45093577223112,41.84061624433301,45.80521363150851,50.87688157392081,54.5717652336901,Marcus Mariota,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,WAS,[]
00-0032392,52.92142632565054,57.05034051207257,63.09493045035445,68.25793115468599,75.1977053029191,Austin Hooper,DYNASTY,1312066407394975744,TE,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,ATL,[]
00-0032464,62.07962888268383,68.65269249373118,76.02891737911112,82.97123990453721,89.53190238085345,Kalif Raymond,DYNASTY,1312066407394975744,WR,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,CHI,[]
00-0032764,287.11581027759064,299.21135811652744,314.67101453216225,328.85997487223847,339.760432346651,Derrick Henry,DYNASTY,1312066407394975744,RB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,BAL,[]
00-0032775,54.1398933668994,58.86122779484647,64.09455951133376,72.07996538541009,77.94895761453716,Demarcus Robinson,DYNASTY,1312066407394975744,WR,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,SF,[]
00-0032950,5.218821219272881,5.8058285363073106,6.381817125890221,7.12855166237035,7.647707771616872,Carson Wentz,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,MIN,[]
00-0032951,8.962468992689596,9.767302632312614,10.683973259923981,11.850718266316042,13.116842099300136,Laquon Treadwell,DYNASTY,1312066407394975744,WR,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,IND,[]
00-0033077,302.93548642603986,307.01126798385104,311.06546922366255,315.10365570790015,320.0718781178721,Dak Prescott,DYNASTY,1312066407394975744,QB,69b57e9485cb8dc2984274e6335eeb82157865eee2819d5a4e0908610f70f3a6,34391ae722b8b66d,GENERAL_PREVIEW_PHASE_A_EXACT_SCENARIO_REPLAY,READY_RESEARCH_ONLY,DAL,[]
